event_times,event_types,cluster
"23.025194,28.981660,50.325172,56.548934,56.599891,56.675523,56.787318,56.867319,56.938647,66.869333,75.569636,78.629624,78.717644,78.813606,78.869764,87.912156,87.975423,87.994751,89.296517,89.338664,98.841647,98.878679,102.602722,117.285649,127.687837,127.709735,150.833150,167.511154,187.897588,188.264579,188.569400,190.294506,203.927438,203.934932,203.972182,203.991911,204.008927,204.044387,209.051848,209.068013,209.285140,211.743645,214.402940,237.391362,254.309937,254.890469,256.019383,267.513072,267.578633,267.579377,267.684634,267.713908,267.718925,267.739590,267.743835,267.746055,267.763403,267.772048,267.774437,267.775877,267.804749,267.805569,267.830368,267.834512,267.855075,267.856623,267.858498,267.871972,267.893480,267.896200,267.897739,267.924739,267.958244,267.972005,267.984364,268.019145,268.131438,285.484732,286.296105,286.528205","5,2,4,6,2,4,3,3,1,6,0,7,0,1,1,7,0,1,6,2,7,0,0,1,3,7,7,6,5,6,2,4,6,2,4,3,2,4,2,4,4,7,3,6,6,7,3,6,2,4,3,3,7,7,0,7,1,0,0,0,2,5,4,3,3,3,3,7,0,7,1,7,5,4,4,7,6,3,5,6",0
"0.414595,5.549016,5.577053,5.633137,5.635344,5.723901,31.072740,31.165570,46.595598,46.610334,46.657016,46.803619,46.852606,47.000407,51.257147,61.895890,61.899009,65.848615,65.906450,65.954239,66.100503,66.313753,66.318393,66.672352,66.675410,66.676740,66.732854,66.733908,71.278124,71.469062,71.484385,71.488263,71.492466,71.558594,71.559356,71.574080,71.577161,71.577816,71.578441,71.596386,71.634368,71.637527,71.674838,71.745554,71.771738,71.793163,71.796747,71.849329,71.877916,71.913428,71.919229,72.026234,73.580523,74.457295,74.477879,74.480906,74.492968,74.552755,84.702936,102.029954,102.610839,117.116978,117.174271,117.254000,144.829447,172.437450,172.451333,172.639868,172.660228,172.772555,175.587289,189.885837,199.140224,199.148054,199.469664,239.767493,267.244752,267.762867,267.790572,267.842183","0,0,1,5,1,1,2,4,6,2,2,4,3,3,1,1,5,4,3,7,0,1,5,6,2,2,2,4,0,1,5,6,5,6,2,5,6,2,2,4,4,4,4,2,4,4,3,3,7,3,7,3,1,4,3,3,3,7,6,3,5,7,0,0,0,3,7,7,0,1,0,0,2,4,3,0,4,1,5,5",0
"16.747716,41.994975,42.047296,57.948349,57.979598,57.997747,58.087820,58.121505,58.296619,86.413393,86.438321,92.536338,92.707281,92.794239,93.225565,104.020572,104.096608,104.123955,110.947633,122.162895,136.368872,136.434843,136.492177,136.555026,143.016601,150.749605,154.343500,173.944784,173.961445,174.074452,174.131768,200.848362,202.845333,231.322766,236.191947,237.607140,248.415675,248.485752,248.558301,248.558651,248.595390,248.596311,248.600007,248.636529,248.643071,248.652202,248.660386,248.686589,248.703444,248.730639,248.732815,248.742832,248.796303,248.821597,248.849067,248.871178,248.873512,248.890818,248.920869,248.934742,248.941202,248.954657,248.971770,248.971857,248.982290,248.984468,248.985037,249.005911,249.039349,249.041334,249.042661,249.071605,249.096160,249.101928,249.136071,249.137149,249.170053,249.173131,249.203746,249.212396","3,4,3,1,5,5,6,7,4,7,0,0,1,5,2,1,5,6,2,7,3,7,0,1,4,7,4,4,3,7,3,2,1,0,2,3,5,6,6,2,2,4,3,4,4,7,3,7,4,4,3,0,0,3,1,1,0,7,7,7,1,5,0,1,1,0,6,5,5,5,0,6,6,1,6,2,1,5,6,5",0
"58.689154,88.644984,97.738261,104.528480,104.531052,114.145096,114.422698,124.437613,127.081149,127.113181,129.376310,133.940978,133.976771,134.098700,137.051511,137.059969,146.178409,146.311111,153.838628,184.295626,208.778141,214.022205,214.294828,214.371507,233.182224,233.290961,233.315448,233.332594,244.675792,256.220462,256.234773,256.390251,256.392303,256.436274,306.823460,306.940993,307.009223,307.209943,307.214399,312.326384,315.490962,316.600484,316.610481,316.701412,316.710366,316.713179,316.741291,316.763558,322.061223,322.122749,332.620103,346.760940,346.864729,346.950607,347.011068,347.016822,347.036515,347.056758,347.133250,347.139247,347.160967,347.394001,355.919795,363.269581,363.341741,388.379259,395.525601,395.532692,395.668748,401.024320,401.668856,401.704357,420.482709,420.486978,420.529875,420.563291,420.597277,420.612781,420.675782,429.693570","4,2,5,5,6,0,1,1,7,0,5,6,2,2,4,3,2,4,6,0,1,2,4,3,3,7,0,1,1,2,4,4,3,7,3,7,0,0,1,0,6,4,3,3,7,7,0,0,5,6,1,2,4,3,7,0,1,5,1,5,6,2,0,3,7,5,0,1,1,1,5,6,7,0,1,0,0,1,1,3",0
"6.024739,6.035595,6.094455,10.724294,16.435398,26.351683,26.457787,37.464343,49.091561,49.159630,50.906830,50.977415,54.284078,64.794894,64.959325,90.334755,90.387883,95.182922,95.242563,95.254519,95.275082,95.321917,95.343016,95.350299,95.356286,95.360345,95.380818,95.390835,95.420021,95.439783,95.455211,95.468607,95.473234,95.481903,95.482758,95.495700,95.514638,95.605327,95.629630,95.643484,95.653911,95.677336,95.685544,95.753797,95.757648,95.763067,95.873058,96.085413,96.100525,96.155391,96.293239,117.248967,117.622039,117.723945,132.969004,132.994908,133.054606,133.086820,133.145073,133.148016,133.148438,133.157661,133.172552,133.176184,133.220781,133.257597,133.289507,133.312926,133.388639,133.436011,134.767399,141.234022,155.862820,155.866033,155.872789,180.384315,180.417604,180.441178,180.446177,180.563904","0,1,5,1,7,2,4,0,2,4,4,3,1,3,7,6,2,1,5,6,2,6,2,4,6,2,3,4,6,3,6,4,2,4,3,2,7,4,3,3,7,0,0,1,1,7,0,3,7,7,0,5,6,2,4,3,3,3,7,0,1,0,5,1,1,0,6,6,2,2,1,1,7,0,1,4,3,3,7,7",0
"9.542936,18.788093,30.530017,32.046104,55.574233,60.828263,95.238442,95.254621,97.364496,98.861795,142.801998,142.858066,143.693086,143.697062,143.745596,143.822404,143.826410,143.854714,159.059309,161.558693,161.595200,161.630843,161.676129,161.757077,161.790442,161.801640,163.572433,170.786523,171.969441,181.337568,181.355482,186.118587,204.481395,204.657249,225.793333,225.845005,225.956906,225.986511,225.991353,226.129991,226.270199,226.281232,226.389163,226.415737,226.511069,236.389837,262.590542,263.160651,263.178489,263.185226,263.322581,263.368930,263.372708,263.551122,263.651410,263.656195,264.403530,264.594463,265.432801,269.366628,269.753915,271.489312,277.783533,278.741615,278.745054,278.745340,278.746566,278.752528,278.763204,278.778316,278.790866,278.801726,278.832058,278.845766,278.859239,278.862710,278.936768,278.958695,279.007535,279.022005","3,1,1,6,3,5,1,5,1,3,7,0,3,7,7,0,0,1,7,6,2,4,2,3,3,4,6,2,1,5,6,7,0,1,7,0,1,5,6,2,4,3,3,7,0,6,6,0,1,5,6,2,4,4,3,7,1,5,7,6,4,5,4,5,6,6,2,2,4,6,4,2,3,2,7,7,2,7,0,1",0
"32.298200,32.412905,46.555051,47.441636,47.633107,64.590514,68.034602,86.172022,86.512804,94.254087,96.219327,96.277995,96.394246,96.398375,96.411899,96.420327,96.422688,96.428905,96.441256,96.443786,96.468784,96.495584,96.499015,96.500992,96.527421,96.542588,96.557641,96.561125,96.611301,96.616512,96.647893,96.655554,96.715150,96.739423,96.757067,96.787818,96.931558,97.342529,109.224423,109.229492,109.252206,109.388640,118.844657,131.927899,141.549426,146.333462,146.477288,153.167958,180.272472,195.806544,195.943183,195.956629,195.989776,196.014946,196.035423,196.053163,196.108627,196.119304,196.307958,213.195517,213.277177,213.402363,215.106684,221.903358,240.253277,240.320543,256.161984,275.660855,279.166807,294.058257,319.742938,331.243109,331.311081,346.805291,346.824022,346.952714,346.956902,347.843826,347.859994,350.700213","1,5,5,2,4,4,7,7,0,2,2,4,3,3,7,7,3,7,7,7,7,0,0,1,0,1,7,1,5,1,5,6,0,0,1,1,1,5,7,0,0,1,3,1,1,6,2,7,6,3,2,4,3,4,7,3,3,7,7,4,3,7,3,4,0,1,0,5,3,2,7,7,0,7,0,1,5,2,4,3",0
"18.024832,18.844374,18.877046,43.059017,43.061766,43.186359,54.827508,130.951164,130.964659,131.022613,131.109906,144.832324,154.721562,154.819142,177.606552,178.914335,178.993160,179.104102,179.119848,179.155652,179.278301,179.294659,179.303380,179.381668,179.436149,179.456273,179.490426,179.531528,179.559021,179.571388,179.637946,179.917658,179.956160,187.629916,188.294935,194.697240,194.779592,195.331068,195.354787,200.401172,200.470726,200.528754,200.739893,203.785858,203.838958,209.353321,209.422394,217.801208,217.851765,217.938689,218.017519,218.272702,218.334203,218.385237,218.405537,218.417368,244.349363,257.831477,271.810699,271.931181,284.615725,290.783176,290.797904,290.884747,348.265186,351.500066,352.432719,352.499666,352.557765,352.705597,352.816117,352.894601,352.917935,352.919351,352.949020,352.974833,352.975266,352.999242,353.006376,353.009239","1,2,4,0,1,1,6,0,1,1,5,7,4,3,0,4,3,7,0,0,0,1,5,1,1,5,5,6,5,6,5,6,2,0,5,6,2,7,0,2,4,4,3,7,0,7,0,6,2,2,4,3,7,0,1,1,6,4,1,5,1,0,1,1,6,7,6,2,4,2,4,3,7,7,0,0,1,7,5,1",0
"6.529000,15.503934,15.556043,15.600294,15.607616,15.621682,15.733661,15.800716,15.824257,15.879669,15.885272,15.897535,15.938793,15.992065,16.039277,16.053192,16.104461,16.267086,16.343920,21.615902,50.807589,56.371404,56.454817,80.550617,81.003057,81.076265,88.868573,89.721394,117.665507,126.345544,131.021163,140.777947,150.576426,150.599251,150.647061,150.750585,150.802105,150.839924,150.907728,150.925921,150.943779,150.949246,150.977382,150.989116,151.043987,151.065911,151.083025,151.127894,151.181361,151.218336,151.237266,151.379205,165.953672,165.960699,165.995690,166.076794,166.132147,166.245411,166.290587,166.428015,166.614815,167.700272,167.717189,167.747480,167.768906,168.091740,199.409908,199.439852,199.450164,199.597281,199.645415,199.673156,199.873874,200.015994,203.276096,217.588540,217.740273,217.781329,217.908813,223.087980","2,5,6,2,4,4,3,3,7,0,1,7,0,1,7,0,0,1,5,1,7,4,3,1,3,7,3,7,7,7,4,4,2,4,4,4,3,7,0,7,1,7,0,1,1,5,6,2,5,1,2,6,6,2,2,4,3,4,7,0,0,6,2,4,3,4,2,4,3,3,7,0,1,5,2,3,4,3,7,6",0
"17.478156,17.949362,24.197225,24.290527,24.434688,35.365745,45.088833,46.996138,65.187350,81.033825,81.047727,82.587824,86.740670,86.903677,86.905180,86.999011,87.017353,87.293526,88.520246,88.585340,137.488397,137.546036,137.593986,156.845201,184.111180,184.194301,184.223289,184.254308,199.722831,199.730147,199.787681,199.820125,199.950796,202.412051,211.707841,211.891222,211.914274,211.942399,212.095593,212.142561,212.211560,212.252949,212.359002,212.368312,212.379070,212.421143,212.564226,212.598854,212.644491,212.709866,212.717127,212.847204,212.874169,212.927234,212.974310,213.007131,213.012014,213.023725,213.032633,213.066552,213.088604,213.147528,213.168508,213.236207,213.241237,213.266996,213.323549,213.484614,214.068158,214.140569,214.348041,214.359022,214.414223,214.450784,214.463896,214.477379,214.479010,214.514202,214.533583,214.535021","4,4,1,5,6,7,3,1,1,3,7,6,5,7,4,0,1,5,6,2,4,3,3,7,3,7,0,7,5,6,2,4,4,5,1,5,6,2,2,4,3,3,7,0,7,0,1,0,1,5,6,6,2,2,4,2,4,4,4,3,7,3,7,7,3,0,3,0,2,4,3,7,0,0,1,1,0,5,1,5",0
"10.226540,12.830096,13.135681,13.163979,13.297101,13.322362,13.323653,13.330562,13.355231,13.693552,18.330515,18.350824,18.394560,18.468821,18.471110,18.603430,18.630032,18.720751,18.753466,18.972374,19.002951,19.048657,19.080168,19.399018,34.006279,34.007109,34.100429,37.896879,40.673018,49.293413,52.366902,52.447815,64.926848,64.978993,65.005953,65.186775,66.757357,66.865900,66.959449,116.129479,116.134175,116.142690,116.151034,116.166211,116.179954,116.191656,116.202469,116.216750,116.218865,116.228359,116.241693,116.246995,116.251615,116.263786,116.264717,116.281898,116.328099,116.330171,116.383669,116.415598,116.419493,116.451964,116.485847,116.528695,116.573899,116.746448,116.836498,118.180632,118.184096,118.188770,118.477607,118.505068,121.891852,122.001118,122.048140,125.987877,140.801579,144.969872,144.980169,145.030995","2,6,2,4,4,3,3,7,0,2,4,3,3,7,0,1,0,5,7,5,6,6,6,2,5,6,6,5,1,7,7,0,3,7,7,7,0,1,5,2,4,3,3,3,7,3,7,7,0,7,7,7,0,0,0,0,1,0,7,0,1,0,1,0,5,1,5,2,4,3,4,3,1,5,6,6,3,1,5,5",0
"0.292494,0.380153,4.985122,17.206133,20.153704,20.288789,20.536879,20.808182,20.832944,20.834117,20.970088,20.975672,20.983712,21.014403,21.029403,21.043323,21.050323,21.063930,21.090882,21.197258,21.309538,38.872017,39.079725,39.184013,56.985995,56.991254,59.799277,59.841257,80.251556,80.885581,80.928176,80.940277,80.988883,81.026578,81.035278,81.050596,81.098368,81.102601,81.116868,81.177365,82.123193,82.150800,82.207218,82.219590,82.250417,82.315333,82.429742,82.597056,82.636673,91.182678,91.183687,104.927976,137.524628,145.926814,163.480670,163.591719,163.606012,166.177882,166.510828,193.585831,193.625210,195.636528,201.426422,201.497893,201.690875,201.794392,208.755236,208.778694,208.869047,209.127916,209.155820,209.168068,209.213330,209.249921,209.288134,209.336554,209.741167,209.899346,210.838920,212.680436","7,0,7,0,5,6,2,4,3,3,7,7,0,1,5,1,5,6,6,2,2,5,6,2,1,5,6,2,5,4,3,7,7,0,1,1,5,1,1,5,7,0,1,1,5,5,6,6,2,0,1,3,2,7,5,6,2,6,2,3,7,2,5,6,2,4,6,2,4,7,0,1,1,1,0,1,5,6,1,3",0
"4.572452,12.086471,12.088916,12.247020,12.397763,12.413830,44.281200,44.298466,44.399085,58.272591,58.297159,58.352355,58.545641,58.589366,58.612499,58.614352,58.700166,58.834524,75.335292,82.623468,82.726535,94.468764,94.492447,94.493607,94.579312,94.588452,94.617235,94.685758,94.929836,99.082783,104.106938,104.456901,107.203422,113.064447,113.094026,113.181710,115.523753,115.698293,129.172207,140.718397,143.673389,149.335239,149.353324,165.433869,178.661549,178.664831,178.706064,198.319265,198.375447,198.495529,198.718082,198.810575,198.927012,199.841664,199.878959,202.406431,217.971278,217.996224,218.055437,218.117749,218.528973,220.849261,224.782628,260.417429,260.567792,260.660621,260.696103,260.703746,266.576614,266.599253,273.316307,273.344101,273.360534,273.365361,273.489219,273.579627,285.030957,285.177851,285.201010,285.308287","6,1,5,5,6,2,7,0,1,2,4,3,3,7,0,1,7,7,0,5,6,6,2,4,3,7,0,4,3,7,1,5,4,4,3,7,4,1,1,3,6,3,7,3,2,4,4,5,6,2,4,4,3,5,6,1,6,2,4,4,3,6,5,4,3,7,0,0,1,5,2,4,4,3,3,3,3,7,0,1",0
"12.095881,23.601519,28.020360,28.056021,28.066557,28.106663,40.446947,40.529491,48.232008,48.248862,58.702961,66.082308,81.245702,81.295288,87.839001,89.531386,90.328928,90.333024,90.390209,90.425337,90.516432,105.506645,105.543827,105.567092,105.593692,105.594929,105.661114,105.674911,128.041614,145.387211,145.437588,145.501645,145.506822,145.541121,145.583916,146.717887,146.779266,146.782618,146.974171,147.024771,147.039403,147.188901,147.231096,147.252370,147.253980,147.260838,147.271032,147.296770,147.330473,164.574135,164.583403,164.603539,164.704657,164.705338,164.732102,164.746375,164.801275,164.877829,165.000019,165.068035,178.515071,198.664697,210.612385,222.544299,222.566354,222.575759,233.654333,237.703627,237.755787,237.862991,237.940196,238.155437,238.182076,249.100427,270.691358,270.705602,293.351066,298.621650,302.806557,302.871698","3,0,7,0,1,0,5,6,7,0,1,3,0,1,7,4,6,2,2,2,4,1,5,6,2,4,4,3,3,1,5,5,5,6,6,2,4,3,7,0,1,3,7,0,7,0,1,1,1,5,6,6,2,4,3,4,3,3,3,7,0,5,0,4,3,7,4,6,2,4,4,3,7,4,7,0,4,6,3,7",0
