task_id,stage_label,split_index,regime_id,regime_weights,shift_type,recurrence_of,parameter_distance,num_events,split,sequence_id,source
0,A_1_initial,58,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00058,stream
0,A_1_initial,59,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00059,stream
0,A_1_initial,60,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00060,stream
0,A_1_initial,61,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00061,stream
0,A_1_initial,62,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00062,stream
0,A_1_initial,63,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00063,stream
0,A_1_initial,64,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00064,stream
0,A_1_initial,65,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00065,stream
0,A_1_initial,66,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00066,stream
0,A_1_initial,67,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00067,stream
0,A_1_initial,68,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00068,stream
0,A_1_initial,69,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00069,stream
0,A_1_initial,70,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00070,stream
0,A_1_initial,71,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00071,stream
0,A_1_initial,72,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00072,stream
0,A_1_initial,73,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00073,stream
0,A_1_initial,74,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00074,stream
0,A_1_initial,75,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00075,stream
0,A_1_initial,76,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00076,stream
0,A_1_initial,77,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00077,stream
0,A_1_initial,78,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00078,stream
0,A_1_initial,79,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00079,stream
0,A_1_initial,80,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00080,stream
0,A_1_initial,81,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00081,stream
0,A_1_initial,82,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00082,stream
0,A_1_initial,83,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00083,stream
0,A_1_initial,84,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00084,stream
0,A_1_initial,85,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00085,stream
0,A_1_initial,86,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00086,stream
0,A_1_initial,87,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00087,stream
0,A_1_initial,88,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00088,stream
0,A_1_initial,89,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00089,stream
0,A_1_initial,90,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00090,stream
0,A_1_initial,91,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00091,stream
0,A_1_initial,92,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00092,stream
0,A_1_initial,93,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00093,stream
0,A_1_initial,94,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00094,stream
0,A_1_initial,95,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00095,stream
0,A_1_initial,96,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00096,stream
0,A_1_initial,97,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00097,stream
0,A_1_initial,98,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00098,stream
0,A_1_initial,99,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00099,stream
0,A_1_initial,100,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00100,stream
0,A_1_initial,101,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00101,stream
0,A_1_initial,102,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00102,stream
0,A_1_initial,103,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00103,stream
0,A_1_initial,104,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00104,stream
0,A_1_initial,105,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00105,stream
0,A_1_initial,106,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00106,stream
0,A_1_initial,107,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00107,stream
0,A_1_initial,108,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00108,stream
0,A_1_initial,109,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00109,stream
0,A_1_initial,110,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00110,stream
0,A_1_initial,111,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00111,stream
0,A_1_initial,112,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00112,stream
0,A_1_initial,113,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00113,stream
0,A_1_initial,114,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00114,stream
0,A_1_initial,115,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00115,stream
0,A_1_initial,116,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00116,stream
0,A_1_initial,117,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00117,stream
0,A_1_initial,118,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00118,stream
0,A_1_initial,119,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00119,stream
0,A_1_initial,120,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00120,stream
0,A_1_initial,121,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00121,stream
0,A_1_initial,122,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00122,stream
0,A_1_initial,123,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00123,stream
0,A_1_initial,124,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00124,stream
0,A_1_initial,125,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00125,stream
0,A_1_initial,126,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00126,stream
0,A_1_initial,127,A_1,"{""A_1"":1.0}",initial,,0.0,64,train,task_00_train_00127,stream
0,A_1_initial,0,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00000,stream
0,A_1_initial,1,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00001,stream
0,A_1_initial,2,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00002,stream
0,A_1_initial,3,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00003,stream
0,A_1_initial,4,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00004,stream
0,A_1_initial,5,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00005,stream
0,A_1_initial,6,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00006,stream
0,A_1_initial,7,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00007,stream
0,A_1_initial,8,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00008,stream
0,A_1_initial,9,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00009,stream
0,A_1_initial,10,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00010,stream
0,A_1_initial,11,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00011,stream
0,A_1_initial,12,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00012,stream
0,A_1_initial,13,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00013,stream
0,A_1_initial,14,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00014,stream
0,A_1_initial,15,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00015,stream
0,A_1_initial,16,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00016,stream
0,A_1_initial,17,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00017,stream
0,A_1_initial,18,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00018,stream
0,A_1_initial,19,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00019,stream
0,A_1_initial,20,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00020,stream
0,A_1_initial,21,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00021,stream
0,A_1_initial,22,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00022,stream
0,A_1_initial,23,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00023,stream
0,A_1_initial,24,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00024,stream
0,A_1_initial,25,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00025,stream
0,A_1_initial,26,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00026,stream
0,A_1_initial,27,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00027,stream
0,A_1_initial,28,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00028,stream
0,A_1_initial,29,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00029,stream
0,A_1_initial,30,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00030,stream
0,A_1_initial,31,A_1,"{""A_1"":1.0}",initial,,0.0,64,val,task_00_val_00031,stream
0,A_1_initial,0,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00000,stream
0,A_1_initial,1,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00001,stream
0,A_1_initial,2,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00002,stream
0,A_1_initial,3,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00003,stream
0,A_1_initial,4,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00004,stream
0,A_1_initial,5,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00005,stream
0,A_1_initial,6,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00006,stream
0,A_1_initial,7,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00007,stream
0,A_1_initial,8,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00008,stream
0,A_1_initial,9,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00009,stream
0,A_1_initial,10,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00010,stream
0,A_1_initial,11,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00011,stream
0,A_1_initial,12,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00012,stream
0,A_1_initial,13,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00013,stream
0,A_1_initial,14,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00014,stream
0,A_1_initial,15,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00015,stream
0,A_1_initial,16,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00016,stream
0,A_1_initial,17,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00017,stream
0,A_1_initial,18,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00018,stream
0,A_1_initial,19,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00019,stream
0,A_1_initial,20,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00020,stream
0,A_1_initial,21,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00021,stream
0,A_1_initial,22,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00022,stream
0,A_1_initial,23,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00023,stream
0,A_1_initial,24,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00024,stream
0,A_1_initial,25,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00025,stream
0,A_1_initial,26,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00026,stream
0,A_1_initial,27,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00027,stream
0,A_1_initial,28,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00028,stream
0,A_1_initial,29,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00029,stream
0,A_1_initial,30,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00030,stream
0,A_1_initial,31,A_1,"{""A_1"":1.0}",initial,,0.0,64,test,task_00_test_00031,stream
1,B_1_novel,0,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00000,stream
1,B_1_novel,1,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00001,stream
1,B_1_novel,2,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00002,stream
1,B_1_novel,3,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00003,stream
1,B_1_novel,4,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00004,stream
1,B_1_novel,5,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00005,stream
1,B_1_novel,6,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00006,stream
1,B_1_novel,7,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00007,stream
1,B_1_novel,8,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00008,stream
1,B_1_novel,9,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00009,stream
1,B_1_novel,10,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00010,stream
1,B_1_novel,11,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00011,stream
1,B_1_novel,12,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00012,stream
1,B_1_novel,13,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00013,stream
1,B_1_novel,14,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00014,stream
1,B_1_novel,15,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00015,stream
1,B_1_novel,16,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00016,stream
1,B_1_novel,17,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00017,stream
1,B_1_novel,18,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00018,stream
1,B_1_novel,19,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00019,stream
1,B_1_novel,20,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00020,stream
1,B_1_novel,21,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00021,stream
1,B_1_novel,22,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00022,stream
1,B_1_novel,23,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00023,stream
1,B_1_novel,24,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00024,stream
1,B_1_novel,25,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00025,stream
1,B_1_novel,26,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00026,stream
1,B_1_novel,27,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00027,stream
1,B_1_novel,28,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00028,stream
1,B_1_novel,29,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00029,stream
1,B_1_novel,30,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00030,stream
1,B_1_novel,31,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00031,stream
1,B_1_novel,32,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00032,stream
1,B_1_novel,33,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00033,stream
1,B_1_novel,34,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00034,stream
1,B_1_novel,35,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00035,stream
1,B_1_novel,36,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00036,stream
1,B_1_novel,37,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00037,stream
1,B_1_novel,38,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00038,stream
1,B_1_novel,39,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00039,stream
1,B_1_novel,40,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00040,stream
1,B_1_novel,41,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00041,stream
1,B_1_novel,42,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00042,stream
1,B_1_novel,43,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00043,stream
1,B_1_novel,44,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00044,stream
1,B_1_novel,45,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00045,stream
1,B_1_novel,46,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00046,stream
1,B_1_novel,47,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00047,stream
1,B_1_novel,48,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00048,stream
1,B_1_novel,49,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00049,stream
1,B_1_novel,50,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00050,stream
1,B_1_novel,51,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00051,stream
1,B_1_novel,52,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00052,stream
1,B_1_novel,53,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00053,stream
1,B_1_novel,54,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00054,stream
1,B_1_novel,55,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00055,stream
1,B_1_novel,56,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00056,stream
1,B_1_novel,57,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00057,stream
1,B_1_novel,58,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00058,stream
1,B_1_novel,59,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00059,stream
1,B_1_novel,60,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00060,stream
1,B_1_novel,61,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00061,stream
1,B_1_novel,62,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00062,stream
1,B_1_novel,63,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00063,stream
1,B_1_novel,64,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00064,stream
1,B_1_novel,65,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00065,stream
1,B_1_novel,66,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00066,stream
1,B_1_novel,67,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00067,stream
1,B_1_novel,68,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00068,stream
1,B_1_novel,69,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00069,stream
1,B_1_novel,70,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00070,stream
1,B_1_novel,71,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00071,stream
1,B_1_novel,72,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00072,stream
1,B_1_novel,73,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00073,stream
1,B_1_novel,74,B_1,"{""B_1"":1.0}",novel,,0.0,64,train,task_01_train_00074,stream
