event_times,event_types,cluster
"2.418912,19.299016,19.362888,27.310745,27.388265,35.551141,84.930930,85.039467,85.102772,85.141921,97.501464,97.517271,97.526771,97.668679,103.520990,103.596769,111.360169,112.991277,113.087873,113.119652,121.499044,126.496606,130.114631,130.181673,130.269212,130.310323,145.661191,161.040161,178.109039,178.157886,178.200876,178.243459,180.028217,187.019891,208.104436,210.869500,215.102284,254.456670,254.518052,290.399375,291.297046,299.826719,299.872127,299.949807,300.048476,300.071767,300.078196,300.118165,300.129475,300.203030,300.237910,300.373900,300.393024,300.600612,300.635415,307.044588,307.162312,307.184404,307.206871,344.005387,344.044938,344.075851,344.123010,361.141784,361.179058,362.949526,362.963308,367.567158,367.728395,392.583410,405.936789,433.146549,433.149813,433.226649,433.241928,433.252781,433.290527,433.297287,433.308026,433.323063","6,2,5,4,7,7,2,5,1,0,2,5,5,5,5,1,1,4,7,3,7,1,1,0,0,0,1,6,2,5,5,1,0,3,0,4,3,2,5,0,3,5,1,0,4,7,4,7,3,3,3,6,2,5,1,4,7,7,3,2,5,1,5,2,5,4,7,0,4,7,6,6,2,2,5,2,2,5,5,5",0
"7.618861,10.087156,10.214845,40.935230,42.044916,42.182086,42.249878,57.309823,57.360413,57.387420,57.429284,63.354969,63.514974,63.696790,66.730659,86.723526,91.535322,91.782826,98.442759,98.462141,98.467109,98.541134,98.546948,98.555445,104.943249,118.390318,118.867861,133.568903,133.735430,137.063738,138.150429,143.648038,148.790607,156.736911,156.757775,156.802364,156.893971,157.142086,157.237541,189.899983,190.447441,191.765549,207.389197,207.416177,207.501362,207.659272,246.908608,284.600356,284.762275,299.299876,322.497216,333.810767,333.822691,360.496667,360.539441,360.551476,360.672757,365.444955,378.446364,386.272341,386.287488,386.307323,402.403665,402.443127,402.520849,402.771172,403.053775,409.649872,421.827446,429.286250,429.686865,445.513934,465.197181,476.062420,476.108200,495.613111,516.780184,533.131205,533.207969,533.672587","7,4,7,0,6,2,2,0,4,4,7,4,7,3,7,0,3,6,0,4,4,7,7,3,5,4,7,3,6,0,4,4,0,1,0,4,7,3,6,4,4,5,0,4,4,7,6,3,6,7,7,1,0,7,3,3,6,7,5,3,6,6,1,0,0,4,4,3,3,7,3,6,2,3,6,0,4,4,7,5",0
"4.676523,12.008770,16.723349,85.525067,86.444558,86.488503,86.538323,88.752295,88.898698,92.727262,92.793721,92.802709,94.136896,110.318009,110.333592,110.375218,122.407652,139.770596,142.740439,145.475704,150.661422,150.667894,159.380487,162.022827,165.392198,165.416198,165.421603,165.433122,165.511973,165.517715,165.644562,165.658533,166.026690,166.168042,166.252862,166.388317,200.548325,200.612304,207.412316,207.793749,210.340859,210.407818,210.438264,210.522834,211.314471,227.503805,227.560703,234.586533,234.617610,234.630976,234.708829,234.737245,234.766093,237.801880,241.752651,241.792222,258.601659,258.609415,258.622907,258.659368,259.310596,259.616143,274.767209,279.447326,299.796223,307.463746,321.238871,344.731782,344.750386,344.787954,344.806781,344.807927,344.834123,344.842389,344.897397,344.913991,344.964981,358.487686,368.770755,368.783786","5,1,6,5,4,7,3,7,3,0,4,4,1,4,7,7,1,7,5,5,3,6,5,3,7,3,6,2,5,2,1,0,5,1,0,0,6,2,1,4,7,3,6,6,1,0,4,2,5,1,0,1,4,4,7,3,3,6,2,2,0,4,4,6,6,4,5,3,6,6,2,5,1,5,0,2,2,2,3,6",0
"5.006495,16.390635,27.302567,27.380772,56.434573,85.286665,85.313559,85.385956,86.222557,86.371553,86.434706,86.480896,86.634687,89.937224,91.098739,152.468245,152.502425,172.462878,180.362480,213.705015,213.812678,228.115921,228.140725,232.915662,233.121747,238.803063,260.682121,267.990202,282.143738,284.490812,288.926613,288.986151,289.022103,289.041693,289.060051,289.142455,294.322656,294.354948,296.272388,296.350369,296.495834,327.115982,327.127745,334.136615,382.919693,391.411707,408.759283,410.984809,411.142868,417.260781,427.287222,427.296762,427.532983,445.601209,452.327637,452.441119,452.713526,460.454609,477.037919,483.937435,483.953818,490.914094,491.445322,495.489443,506.521819,543.114565,565.399531,571.010127,614.583615,618.214653,618.767684,618.951992,652.958469,653.004400,676.048360,677.435871,677.531884,677.639378,677.760292,677.827354","4,7,5,1,5,2,5,1,0,4,7,3,3,0,0,2,5,4,3,2,5,4,7,5,1,3,7,7,5,3,3,6,2,5,1,0,1,0,0,4,4,0,4,1,4,3,4,3,6,7,3,6,2,1,7,3,3,4,4,6,2,1,4,0,1,0,6,3,2,1,7,4,5,1,5,3,6,2,5,2",0
"22.711769,22.726426,42.080641,43.105762,43.128584,43.170366,43.237169,67.959749,67.962062,67.985072,68.039799,68.060904,68.094313,68.232983,68.238924,68.248466,68.288446,68.317507,68.365048,68.386944,68.471441,68.823415,68.996231,68.999273,69.005478,69.021055,69.029823,76.152718,76.396109,78.275684,78.352217,78.356986,78.402606,78.410590,78.424896,78.480623,78.532386,78.535159,78.538248,78.669030,78.784412,91.317082,91.426888,91.564651,91.565763,100.479907,101.081453,101.136556,145.559328,145.613750,170.757248,173.032020,193.202454,202.163325,217.888553,228.110349,228.118059,243.236632,244.472679,244.781138,244.823347,244.858713,244.889163,326.025606,349.543075,349.551133,349.566393,349.597795,349.605537,349.910113,350.126980,353.171228,358.608466,378.723607,378.798713,378.801523,379.034100,379.034224,379.056495,379.134134","5,1,7,3,6,2,5,5,1,0,4,7,1,7,0,3,3,4,7,6,4,3,6,2,5,5,1,5,1,6,2,5,2,2,5,5,1,5,0,0,4,3,6,6,2,0,4,7,6,2,1,3,5,0,1,3,6,7,0,4,7,3,3,6,1,0,4,0,4,4,4,2,7,0,4,7,4,7,7,3",0
"6.017269,6.023316,28.775536,28.886582,28.969627,29.045691,29.064377,29.066942,52.471162,52.495261,58.321067,58.322503,58.343487,70.400732,70.467445,70.485760,70.526620,70.606655,70.653268,70.657630,70.671498,70.710821,70.798497,70.928340,71.039833,71.142749,71.189779,71.213154,71.252605,75.527985,75.532249,75.559100,75.567894,75.589709,75.620260,80.521299,80.607643,80.639618,80.807264,80.971852,81.025549,81.177996,81.179820,81.224298,81.227282,81.388422,81.463418,95.113543,95.277428,95.354344,95.383072,95.395142,95.465885,95.484123,95.491004,95.585786,95.939403,105.958726,105.973109,184.883581,219.913008,224.562655,242.787415,256.149967,256.152428,256.236389,263.171776,289.164031,289.242658,289.302116,291.868535,291.919052,293.524708,313.416702,337.092634,337.137529,337.175519,349.570825,362.451979,383.148449","1,0,2,5,5,1,1,0,6,2,2,2,5,0,4,4,7,7,3,3,3,6,6,2,6,2,2,5,5,5,1,1,0,0,4,7,3,6,2,5,1,0,0,4,4,4,7,7,3,6,2,5,6,2,2,5,5,4,7,2,0,2,0,0,4,7,0,2,5,1,3,6,1,6,2,5,5,3,0,1",0
"17.349978,17.920753,30.246213,30.456602,43.811773,63.968724,85.026602,85.040017,85.122871,85.176558,88.986247,98.220550,98.274478,98.303808,98.618915,103.070473,103.155940,103.196956,103.231544,103.236238,103.303227,103.336718,104.000237,130.437217,130.605309,130.622536,130.623322,130.631340,130.642034,130.663844,149.187399,149.264734,159.544074,159.801618,164.475716,164.688648,172.110777,173.734060,176.165503,185.249745,194.595510,194.612332,194.620504,194.668350,201.578685,201.615010,202.315320,202.356784,221.260900,221.462667,258.679628,272.075116,272.139847,272.141869,272.144152,272.146037,272.146807,272.150486,272.181856,272.182410,272.206208,272.226611,272.235397,272.235921,272.243978,272.320473,272.355954,272.384525,272.393690,272.406362,272.412635,272.418268,272.423665,272.438849,272.444945,272.447466,272.449327,272.461141,272.465254,272.472569","0,7,0,4,7,5,4,7,7,3,1,1,0,0,4,7,3,3,6,6,6,3,6,2,5,1,1,0,4,7,6,2,7,3,4,7,1,4,7,0,3,6,2,6,3,6,3,6,0,4,5,6,2,2,5,5,5,5,5,5,1,5,5,1,1,1,0,4,1,5,0,0,4,4,5,4,1,0,1,0",0
"23.172537,23.172836,23.233648,23.292734,34.041320,34.054835,34.108706,34.534158,34.548426,40.386933,40.409146,47.868098,47.904561,47.922867,84.518629,98.635810,102.877737,110.934186,111.001698,111.068605,111.088989,111.135338,111.178513,111.243066,111.454056,173.295246,177.574187,177.583991,198.195022,198.268262,198.465978,198.538731,198.728700,218.851379,221.732772,221.736137,239.306977,239.395952,239.413224,239.465661,239.471564,239.524514,239.540966,239.647511,239.736108,239.867900,239.881541,239.933428,240.016695,245.602660,256.755989,256.869322,257.176035,257.186596,257.195801,257.210837,257.269052,257.291487,261.568634,261.650863,261.711279,261.904732,261.963251,262.045044,264.740255,264.832541,265.063880,265.093041,265.133126,275.749060,275.795213,279.490409,279.514704,284.784248,295.609284,295.663082,295.721106,295.932828,307.585679,315.454650","3,6,6,6,1,0,4,4,7,3,6,6,2,5,5,2,3,3,6,2,5,1,5,1,0,7,3,6,4,7,3,6,6,5,5,1,2,5,1,1,0,0,4,7,7,4,7,7,3,0,4,7,4,7,7,3,7,3,6,2,2,7,3,6,5,1,0,4,7,3,6,6,2,7,3,6,2,5,2,3",0
"3.935548,18.679119,142.729785,142.792666,142.937323,157.525459,157.612928,157.626632,157.676234,157.693109,157.706412,157.724873,157.741652,157.759743,157.817704,157.824403,157.878324,157.886581,157.894006,157.948436,157.982044,158.077148,158.135944,159.508747,159.517665,159.560378,178.256339,184.944157,184.958545,185.037553,185.135855,185.158495,185.358231,185.364007,201.436899,240.783848,240.842697,240.848111,241.319184,268.414745,269.011457,269.016423,269.086902,269.250165,269.393420,294.715407,296.770833,296.802581,304.556512,345.603242,345.604915,347.414629,393.638593,393.648214,393.692732,393.727809,393.739274,393.748241,393.755506,393.788364,393.801096,393.865900,393.878672,393.899130,393.980537,422.942320,427.541858,427.562560,427.569221,427.657487,427.694459,427.701937,427.719510,427.754365,427.773835,427.800970,427.832718,427.854935,427.877097,427.891923","7,3,0,4,7,3,6,2,5,5,1,1,5,6,2,5,1,1,0,1,0,0,0,7,3,3,7,4,7,7,3,6,3,6,4,2,5,1,1,1,6,2,2,2,5,5,5,1,7,4,7,3,0,4,7,4,4,4,7,7,3,6,3,7,6,3,6,2,5,2,5,1,1,5,0,1,0,4,0,1",0
"4.155570,4.234976,4.266860,4.311469,4.357953,4.421337,4.480572,4.550612,38.523464,47.343083,48.141926,48.281317,48.304757,72.631836,111.402103,126.589050,126.807381,126.918679,126.980340,127.017973,127.226361,135.096505,151.975186,151.977715,151.989378,152.015874,152.278711,152.523053,165.336618,165.368782,165.426099,165.458336,165.643852,202.508452,209.475563,220.119257,223.298478,223.453726,229.913770,240.383988,240.415548,240.464281,275.768167,287.763104,288.843757,289.106581,317.039211,317.134336,317.146392,328.528339,333.457611,333.470819,333.481997,333.545628,333.602655,341.120372,341.163169,341.190166,367.084796,377.024542,430.366306,432.324809,432.341215,432.358524,454.841848,470.899850,470.918084,514.706678,559.707219,559.724944,559.742292,559.754692,559.760120,559.801884,559.820592,560.120763,569.264220,573.487942,573.665149,575.383778","1,0,4,7,0,4,4,4,1,7,0,4,4,3,2,4,7,3,3,6,2,3,3,6,6,2,2,5,6,2,5,1,0,1,7,0,5,1,1,0,4,4,4,5,0,4,6,2,5,0,4,7,7,7,3,1,0,4,1,3,1,6,2,5,0,5,1,6,0,4,4,4,4,7,3,4,3,6,2,7",0
"17.523126,17.619815,17.748032,32.355485,32.499268,32.646602,74.738958,103.081568,121.315791,123.427061,123.469623,123.511481,123.543663,124.761978,124.810099,129.836220,129.914502,141.122286,149.609823,149.611716,149.626461,149.678319,149.697423,154.061538,154.219489,167.478680,179.075723,179.108030,179.116101,216.884737,220.526180,220.539845,220.584253,220.810842,258.540338,258.713441,258.756336,258.765444,260.662664,275.126751,275.196999,275.277889,282.483161,285.471329,285.488988,285.494181,291.858057,291.961390,291.972148,292.040184,292.076015,292.100519,292.140032,292.181488,292.191020,292.205680,292.206249,292.219537,292.221914,292.227816,292.239197,292.254843,292.323696,292.476520,292.540853,292.600752,298.280928,299.849240,300.007143,312.702012,312.725561,312.812261,313.824533,313.897409,315.245424,324.736607,324.740623,324.831401,334.950146,337.261359","5,1,1,7,3,3,5,0,6,5,1,1,0,5,1,4,7,2,7,3,3,6,2,1,0,7,5,1,0,5,2,5,5,1,2,5,5,1,4,4,7,7,7,2,5,5,0,4,4,7,4,7,3,6,6,7,3,2,5,1,1,0,1,0,4,7,1,5,1,1,0,0,4,7,1,1,0,4,1,2",0
"45.609613,60.989844,61.004320,91.347532,123.006900,140.527445,140.536610,140.579905,140.600331,140.614085,140.658096,140.674235,140.825828,140.893205,141.001701,141.082318,141.099171,141.161124,141.169491,141.194392,141.202247,141.205837,141.455213,141.490596,141.552471,146.132176,146.211458,146.950288,155.632453,157.315743,157.336076,157.366447,157.368529,157.373307,157.383380,157.413866,157.436007,157.510836,157.511856,157.524267,157.584138,157.612832,157.637406,157.642769,157.657805,157.667419,184.482824,197.035763,197.135590,197.163126,197.179760,197.211179,205.946213,206.112165,206.157436,206.218991,206.443795,206.470802,206.516675,206.542839,230.428037,259.671680,259.691335,259.703043,259.727215,259.750853,259.791016,259.807866,259.879238,260.928247,261.228037,265.539012,265.688591,265.693405,265.786665,269.798486,269.828253,269.835247,281.048835,281.836317","3,4,7,7,3,3,6,6,2,6,6,2,5,1,0,4,4,4,7,3,6,7,3,6,2,3,6,6,1,6,2,2,2,5,5,2,5,1,5,1,5,1,1,0,0,1,5,7,3,6,2,5,7,3,3,6,2,5,1,0,1,0,4,7,3,6,6,6,2,1,0,2,2,5,1,5,1,0,5,1",0
"23.220712,23.523010,23.571503,23.797130,23.843481,23.844796,23.844899,23.851105,23.881278,23.909013,24.018726,24.087687,24.213998,24.222747,24.251650,24.306636,24.365592,24.386543,24.463002,24.466728,24.475181,24.560180,24.562416,24.612141,24.660484,24.671647,24.679825,24.773952,24.829970,38.566248,42.021134,42.073146,44.152066,44.171741,49.059337,50.913930,51.103703,80.293576,99.296661,100.797349,100.861499,100.936026,112.626188,118.967209,126.275050,126.352146,146.390148,157.523462,157.569605,157.864126,157.933592,161.835405,161.932816,173.768902,202.634760,205.007838,205.100162,205.120004,205.206497,205.208933,205.221494,205.409810,205.522229,205.549810,205.638178,205.812436,210.840858,264.824945,281.268785,316.883318,317.104018,319.308614,323.668780,326.094297,330.962131,330.990944,345.122739,345.140023,345.147833,345.171414","7,3,6,2,6,2,5,5,2,1,5,1,1,0,0,4,0,7,0,4,4,4,7,3,6,2,5,3,2,3,4,7,6,2,0,6,4,1,1,1,0,4,7,0,1,0,1,3,6,2,5,1,0,2,3,1,0,0,4,7,4,4,7,7,3,6,1,3,0,0,4,0,5,4,1,0,6,2,5,5",0
"11.551570,11.568558,11.575944,11.613994,11.777345,11.797844,11.896000,11.914646,12.006574,12.058977,12.207161,12.219329,12.276497,12.394702,64.518096,69.600537,80.811398,83.458813,83.468506,83.473792,83.474311,83.476283,83.479161,83.482189,83.522523,83.531269,83.539171,83.601562,83.605384,83.617669,83.641200,83.654689,83.678660,83.704719,83.706263,83.789136,83.831992,84.979843,98.224237,123.311328,123.329377,123.366602,123.382498,123.417647,123.420047,123.421286,123.427172,123.439609,123.467917,123.654631,123.704632,123.781108,123.838908,128.168159,128.412141,128.468543,128.628090,128.727089,128.791998,134.312804,141.409206,148.731858,160.802248,160.813383,160.814865,160.883720,161.000649,161.101338,161.127552,161.134551,161.151571,161.238554,161.266079,164.221076,164.436403,169.991294,194.929451,197.384030,197.436495,198.853383","0,4,4,4,4,7,3,3,6,6,6,2,2,2,1,6,7,7,3,6,2,3,6,2,6,2,6,2,2,5,5,1,2,2,5,5,1,0,5,2,5,5,5,1,0,1,1,0,1,0,4,4,7,3,6,2,5,5,1,2,3,3,5,1,1,1,1,0,0,4,4,4,7,7,3,3,0,5,1,6",0
