event_times,event_types,cluster
"2.409655,2.450498,2.540037,2.580496,2.617055,2.618661,2.640814,2.682934,2.789175,6.372905,15.066961,33.381022,33.414398,33.425785,33.484686,34.115400,34.178979,34.201017,34.211087,34.234578,34.275039,34.393056,34.491991,34.497219,34.517614,34.683266,34.727718,34.732530,34.749195,34.756008,34.788055,34.795259,34.827351,34.838285,34.872265,34.905237,34.909835,34.945333,34.987240,35.083355,35.190377,35.192238,35.236443,43.501843,43.661113,52.351637,64.526911,86.909676,86.980780,87.073584,87.081206,87.082325,87.091102,87.109030,87.117043,87.140884,87.143155,87.192093,87.197034,87.204020,87.215483,87.255391,87.318514,87.323889,107.237714,110.083413,118.117757,122.148747,122.162914,122.177145,122.233526,122.442996,122.541398,124.098098,155.358599,168.083387,174.683837,174.685366,174.736243,174.746979","0,7,4,4,7,6,5,7,4,5,6,4,6,5,5,3,0,0,7,7,7,7,4,6,4,6,5,2,2,2,1,6,1,1,1,5,2,1,1,3,1,1,3,5,2,1,5,2,1,1,3,3,0,3,0,0,7,0,7,4,7,6,7,5,2,3,4,4,6,6,5,2,1,3,4,5,4,6,6,5",0
"0.643942,0.655248,0.840612,6.537243,6.868131,13.950884,13.956824,13.960119,13.980386,14.189030,14.191936,14.217602,14.245883,26.244822,26.290490,36.808757,37.393633,37.487142,37.668688,37.682147,37.690889,37.836367,42.747239,42.747941,44.062392,44.063505,44.092722,44.100576,44.105003,44.114667,44.116543,44.188802,44.193899,55.152283,60.564546,60.636865,60.644707,60.687662,60.690183,60.695459,60.781118,60.819667,78.632585,78.872904,78.970362,79.032300,79.221773,79.233875,79.330908,79.341475,84.165152,84.173378,96.586367,106.146068,106.218675,106.728777,110.336507,110.379325,116.681759,116.698077,116.718796,116.768830,116.808807,116.846709,116.891341,140.893609,140.912537,140.948572,140.969868,140.979637,141.079807,141.574171,141.683403,141.698918,141.720734,142.404934,142.405600,142.608866,143.663795,143.681581","6,5,2,5,2,7,4,4,6,6,5,2,2,5,2,3,2,1,1,3,3,0,6,5,4,6,6,6,5,2,2,1,1,5,3,0,0,7,4,7,4,4,6,5,2,1,3,0,0,7,2,1,0,1,3,0,5,2,0,7,4,7,4,4,4,0,7,4,7,6,5,5,2,2,1,5,2,2,5,2",0
"10.682432,12.081889,20.063500,32.867603,42.280200,46.801409,47.258396,51.645280,51.675291,51.729152,51.814001,51.834692,51.834889,51.867129,51.956131,59.265239,79.108019,79.131771,79.256815,79.264492,79.265262,79.300392,79.461520,79.491185,79.552613,79.572186,79.573368,79.586739,79.601991,79.605336,79.622919,79.653793,79.699594,79.729831,79.743229,79.769788,79.784540,79.797471,79.799469,79.871933,79.900664,79.944450,79.985641,80.014480,80.030979,80.150463,80.151173,80.173413,88.564977,88.570515,88.572484,88.587001,88.597741,88.849507,88.875056,88.878913,88.929957,88.955872,88.989363,89.008583,89.016175,89.083019,89.083202,92.403699,92.898702,93.022851,93.074842,93.167337,93.213815,93.243411,93.411993,93.478832,93.502835,93.597627,121.677293,121.737950,123.259603,123.305306,123.347896,125.017016","1,0,4,1,5,6,5,6,5,2,2,1,1,1,1,5,2,1,1,3,3,3,0,7,4,4,6,6,5,2,2,1,4,6,6,1,3,2,2,2,5,6,5,2,1,2,1,3,4,6,5,6,2,5,2,1,3,2,0,7,4,7,1,1,7,4,6,5,5,2,2,1,1,3,6,5,1,3,3,2",0
"22.395597,22.459862,29.376770,43.905194,43.983624,44.014733,44.058680,44.061952,44.084237,44.096698,44.134635,44.140425,44.154335,53.522150,53.634193,56.085667,56.156878,56.457352,79.407169,79.445579,90.980692,91.032181,91.311164,91.367837,91.431180,91.496643,91.523337,91.557613,91.568234,92.644835,95.805260,97.916961,97.954597,103.631498,106.105459,114.441323,114.557490,114.616052,114.723902,129.369156,129.370028,146.579748,146.659580,146.705819,146.713495,146.775016,146.776421,146.798130,146.802076,146.867519,146.872645,146.907128,146.907240,146.956417,167.190462,190.498125,190.539613,193.380330,193.421534,193.453467,193.503001,193.503230,193.586594,193.640140,193.788893,193.799298,193.915089,194.110372,194.225598,194.254468,194.642395,198.226392,217.953715,217.990111,232.583886,236.433492,239.249633,239.324640,256.036650,256.044064","2,1,0,1,3,3,0,7,0,0,0,7,4,5,2,2,1,3,5,2,2,1,3,1,0,3,7,4,4,2,4,5,2,5,4,7,4,6,5,4,6,3,0,0,7,4,6,6,6,4,6,5,2,5,5,0,7,0,7,4,4,6,6,5,2,1,1,3,0,0,7,6,7,4,5,4,3,0,1,3",0
"31.039314,31.105719,45.415522,45.437271,61.186168,85.436035,85.544746,118.791006,121.333016,124.397824,128.644550,134.275262,135.034844,135.079572,135.270431,139.538357,139.574084,139.682493,141.269561,149.120958,188.131724,193.911469,195.425685,195.521521,195.555965,195.602762,195.718838,201.389731,201.415680,201.883852,201.903082,201.957999,202.046437,202.058393,202.063368,202.088091,202.098557,202.148152,210.993220,218.441976,221.039129,221.187938,221.276266,221.342803,221.415860,221.446215,221.509947,229.491171,236.883894,237.058782,237.143392,237.195092,237.502160,243.690393,243.701561,243.747172,243.773456,243.773921,243.808536,243.827205,243.832182,243.851848,243.865816,243.904021,243.906762,243.913460,243.918699,243.937588,243.969188,243.986261,243.997216,244.000536,244.012644,244.018775,244.064872,244.107258,244.136448,244.142517,244.145916,244.166271","6,5,6,5,5,6,5,6,5,6,3,3,5,2,1,3,0,7,5,6,0,0,0,7,4,6,5,5,2,1,3,0,7,7,4,4,4,4,0,7,1,3,0,7,7,4,4,2,4,6,5,5,2,4,6,5,5,5,2,2,2,1,3,2,0,7,1,7,4,4,6,6,6,5,5,6,5,2,5,2",0
"8.128327,8.373315,8.397955,8.402359,8.441185,10.515984,10.523129,10.528022,10.677977,19.524881,40.338365,40.578206,40.722500,40.726862,40.733216,52.186289,52.201874,52.252119,64.666791,88.675284,90.821809,90.830189,137.515486,137.534032,137.542942,137.577360,137.584884,137.609415,137.610760,137.618139,137.704879,137.706170,137.984861,138.077690,138.173142,138.219678,138.250434,138.260778,138.300220,138.390948,138.394520,138.882233,138.890890,139.949094,139.964268,139.982428,140.037684,140.108186,140.116301,140.128764,140.160263,140.205035,140.236774,140.327932,140.351123,140.373612,140.407357,140.486994,140.528437,140.568009,140.574488,140.628533,140.715767,144.581708,144.639276,178.627582,178.655685,178.665202,178.989889,179.024407,196.547427,196.554924,196.561788,196.579989,196.709419,196.739987,196.756066,196.814629,196.883511,196.928962","2,1,3,3,0,6,5,5,5,7,0,7,4,6,6,1,3,6,6,4,0,7,1,3,3,0,0,7,4,6,7,0,7,4,4,6,5,5,2,1,1,5,2,7,4,6,4,6,6,6,5,2,5,1,3,0,0,7,3,4,4,6,6,7,4,3,0,7,5,2,6,5,2,5,2,2,1,1,1,3",0
"17.989495,18.005038,18.102781,18.322594,18.340282,18.399217,18.467906,18.475778,18.513516,18.553413,18.851588,28.414945,32.863977,32.870778,32.942105,33.002767,33.002811,33.137110,33.138976,46.971106,47.066748,47.100683,84.898092,84.950260,84.952194,116.118331,116.149733,124.485605,124.537132,130.279994,130.437264,130.442633,130.490631,130.676025,130.936871,130.937128,130.984952,131.108847,131.164089,131.168650,131.198728,131.410901,134.852692,141.971266,147.097680,147.137590,147.141250,147.177206,147.189837,147.194093,147.195816,147.197392,147.213057,147.249058,159.995767,170.627129,170.751124,173.574677,202.049269,202.082104,209.803428,226.327608,258.185663,265.518651,265.675988,265.718380,266.362508,312.151325,314.059797,314.308013,314.324318,368.007451,368.008284,368.951932,369.141928,410.107945,410.157434,410.163573,436.418164,439.109591","3,0,0,0,7,4,4,4,6,6,5,3,4,6,6,6,5,2,1,1,3,0,2,1,3,4,6,2,1,4,6,5,6,2,5,2,1,2,1,1,3,0,7,2,6,5,2,1,3,3,3,0,7,7,4,6,5,2,3,1,1,5,2,5,2,1,7,3,2,1,3,1,3,5,2,0,7,4,4,3",0
"20.812270,20.841538,23.259982,67.920831,68.073086,68.089042,124.775395,125.006507,125.196039,125.198408,125.214593,125.249766,125.380923,125.386036,125.396899,125.444005,125.460550,125.506981,125.564771,125.581011,125.648869,125.666424,125.783785,125.829784,125.831799,125.837640,125.908717,126.022842,126.042735,126.055213,126.089779,126.109988,154.219990,154.307196,171.448186,171.510050,171.520047,171.526449,171.573019,171.583354,171.627582,171.640174,171.660993,171.676301,171.676407,171.715890,171.756527,171.772079,171.784384,171.805748,171.814830,171.821119,171.847448,171.975138,174.384085,174.453980,174.495318,174.509283,174.542350,199.151892,199.275459,207.410120,207.614599,207.686608,207.814104,214.295731,222.378714,222.517927,228.464625,228.538131,232.028311,232.055033,232.105941,232.178415,237.230314,237.301868,237.345041,237.430922,237.492937,237.497448","2,1,5,6,5,2,1,7,4,6,6,6,6,5,2,2,1,1,3,6,3,2,5,2,2,1,1,1,3,3,1,3,3,3,7,4,4,4,6,4,6,6,6,5,5,5,6,2,5,5,2,1,3,1,6,5,2,1,3,3,0,4,6,5,2,6,3,0,0,7,0,7,7,4,6,5,2,2,1,3",0
"2.420919,14.159417,14.225319,14.238454,14.276916,14.425347,14.459525,14.531067,14.715810,14.719935,14.770295,26.457439,26.527371,35.458292,35.544286,35.583645,36.450423,36.484947,36.515105,36.589833,36.683515,36.766773,41.788079,42.138969,42.163183,42.168158,42.172067,42.202262,86.286250,88.376014,88.399508,114.973076,129.342876,137.255755,195.283561,201.072773,226.835806,226.856121,228.536797,228.561432,230.070558,240.057573,240.242360,240.338365,240.339511,240.420399,240.421293,240.484192,240.491984,240.514336,240.514394,240.525400,240.531336,240.543510,240.558533,240.565912,240.578346,240.581065,240.584515,240.589886,240.594467,240.607276,240.611427,240.812002,240.822144,240.828070,240.981445,241.009775,241.018787,241.036072,271.376632,272.356734,278.493282,278.560220,285.170659,285.299131,303.094035,311.643507,314.871513,314.885042","5,4,6,5,6,5,2,1,3,0,7,5,2,2,1,3,5,2,1,1,1,3,4,5,2,2,1,3,5,2,1,0,5,5,1,4,0,7,0,7,6,3,0,7,4,4,7,4,6,6,5,5,6,2,6,5,4,6,5,2,5,5,2,5,2,2,1,2,1,3,5,7,5,2,5,2,5,4,0,7",0
"35.075154,56.833876,57.070227,57.116599,57.406426,69.174083,69.238732,69.667106,98.069190,98.229792,98.269556,98.321289,98.329449,98.342444,98.352814,98.372346,98.387514,98.397392,98.410120,98.418636,98.506918,98.537181,98.547628,98.586827,98.660772,98.709709,98.841046,104.944604,107.270067,117.083265,117.151666,117.224804,117.312418,122.876610,130.005430,134.513005,136.596576,136.656877,136.665340,156.355644,167.925983,181.395595,181.443620,181.475281,181.547990,181.575328,181.591296,181.611965,181.697162,181.711926,181.765476,181.806348,181.809882,181.812683,181.823531,181.849779,181.862743,181.906177,181.911615,181.942229,181.944941,181.947443,182.067512,182.129447,182.201976,182.230671,192.481772,192.533691,197.853486,197.890101,212.258932,212.300720,212.302697,212.410500,213.929252,213.982563,226.358056,226.372961,226.483984,226.494157","0,5,2,1,3,2,1,1,0,7,4,4,7,4,6,5,4,5,6,6,6,6,2,2,1,3,0,2,5,0,7,4,4,3,3,1,4,6,5,2,0,4,6,5,6,2,1,5,2,1,1,3,3,2,3,0,1,7,7,4,4,3,6,5,2,6,7,4,4,6,6,5,7,5,5,2,4,6,5,2",0
"8.718597,12.914313,12.932296,13.110951,17.590667,20.230475,58.095496,58.106652,58.419645,58.420362,58.423334,58.434447,58.472441,114.467278,124.304223,132.086860,132.123912,132.143163,132.152675,132.157420,132.245731,132.267489,132.280950,132.364678,132.443789,132.499846,132.603979,134.035784,134.052755,134.335196,145.196278,173.682176,173.740214,173.802115,173.834262,173.846587,173.885122,173.906266,173.921887,173.972741,173.973248,174.010097,174.042029,174.200793,174.210931,174.238071,174.363513,188.170776,219.826597,222.031040,229.333728,233.123333,243.426980,243.441612,243.547371,250.603895,250.691779,250.785559,265.407651,268.473180,268.693964,293.589617,293.701238,293.709005,293.711271,293.788374,302.271766,302.461600,302.761131,302.909847,302.921202,303.064169,303.078128,303.145474,336.612762,364.100731,377.359717,379.869807,387.433014,387.433430","1,0,7,7,0,6,6,5,2,1,1,1,3,2,4,5,2,2,1,1,3,3,0,0,7,0,7,6,5,5,7,2,1,1,3,0,7,1,4,3,6,0,5,5,2,2,1,6,0,5,7,4,4,6,6,6,5,2,1,6,5,6,5,2,2,1,4,6,1,3,0,0,7,7,0,7,6,7,3,0",0
"19.619219,26.404003,26.527607,38.618738,40.670739,40.690110,40.751446,40.777439,40.833225,40.836309,40.848874,81.907527,89.436028,89.447601,89.495453,89.553715,90.938228,90.981881,91.026202,91.142135,113.018852,120.438954,120.476066,120.481811,120.523818,129.134528,130.528798,130.618717,130.682012,130.750465,130.852131,130.941097,130.945889,131.014938,131.059760,131.077059,131.306954,131.443642,131.481404,131.537404,131.607605,146.115589,146.153127,166.082985,166.084980,166.164389,166.202994,192.831482,192.979191,206.296923,206.329808,206.359706,206.380624,206.413348,206.433220,206.543301,206.752184,206.764299,206.780110,206.793623,206.959829,206.968019,210.356386,217.043407,221.013065,221.089572,221.125383,221.127284,221.184326,221.204933,221.250395,222.320256,238.372364,238.401713,238.439063,238.443054,238.447967,238.497981,238.538132,238.547615","1,1,3,2,5,2,1,1,3,3,0,7,6,5,5,2,6,5,5,2,0,6,5,2,1,1,1,3,0,0,7,4,4,4,6,6,6,6,5,2,2,4,6,2,1,1,3,2,1,6,5,5,2,2,2,4,4,6,5,2,1,3,5,0,7,4,6,6,5,5,5,1,7,4,4,6,6,4,6,5",0
"4.106778,30.836738,31.007143,31.732606,31.737519,31.769818,31.817198,31.867262,31.878744,31.891451,31.894043,31.924427,31.926864,31.967254,32.011894,32.014572,32.061743,32.138467,32.223269,32.273785,32.300777,71.289649,71.328017,71.387318,71.435117,71.442815,71.460532,71.698570,100.842969,100.859374,100.964775,108.548854,108.549231,108.678109,108.800361,108.875649,108.902474,108.971545,109.027507,109.102902,132.055859,136.699896,136.723064,136.779365,136.786199,136.791709,136.865440,136.948330,137.080237,137.265578,137.293802,137.303637,137.427646,148.382987,159.797565,159.827859,163.261582,163.266418,163.276097,165.089008,173.305682,196.286488,196.511601,196.532225,196.609658,196.629767,196.644351,196.644454,196.678473,196.699803,196.706843,196.741334,196.753752,196.757567,196.760043,196.779463,196.820265,196.844828,197.103623,197.116960","1,7,4,4,6,6,5,5,5,2,2,1,5,3,3,3,1,3,0,3,7,2,1,3,0,7,7,7,5,2,1,4,6,6,5,2,1,3,0,0,5,6,5,5,5,3,2,5,1,3,0,0,7,0,5,2,1,3,3,5,3,3,0,7,7,4,6,4,6,5,7,4,4,6,6,4,6,5,5,2",0
"8.890555,8.964630,9.047106,9.177210,9.213695,13.779096,20.389212,25.075554,25.198004,25.250824,25.386301,26.652810,26.655013,26.671685,26.682179,26.683343,26.684110,26.684171,26.688264,26.695377,26.706784,26.739445,26.748189,26.758383,26.774370,26.812042,26.846444,26.863095,30.872833,30.921630,30.959512,31.019200,31.264531,59.713502,59.732293,59.841460,59.850982,59.864572,59.903138,59.946392,60.006808,60.019449,60.028604,60.029649,60.176671,66.766572,70.280407,70.319131,70.350098,70.374195,70.408031,70.611293,70.720953,70.762479,70.796909,70.976860,71.007720,71.168363,71.173327,71.188728,71.498187,71.539148,71.652750,71.848350,71.855378,71.919863,86.431726,87.150791,87.216578,87.258894,88.776331,90.383006,90.531125,90.539941,94.395570,94.454266,94.649565,96.375578,96.377017,114.508505","0,7,4,6,5,4,5,6,5,2,1,1,3,0,0,7,7,3,0,7,7,0,4,7,4,0,7,7,1,3,3,3,5,6,5,5,2,2,2,1,1,1,3,3,3,5,3,0,0,7,7,4,6,5,5,2,1,3,3,0,1,3,3,0,7,7,4,2,1,1,3,6,5,2,0,7,4,0,7,7",0
