event_times,event_types,cluster
"24.758303,24.809199,24.894846,25.035625,25.061014,26.461324,65.502475,65.522758,65.751048,65.773245,100.604720,109.478344,109.936785,109.961527,109.989516,110.087633,110.119900,110.161099,110.251997,110.385930,110.419258,117.054810,124.642712,124.677107,144.359258,144.387769,161.385238,161.412475,168.882595,171.537754,171.541148,199.940804,199.961472,200.005939,200.032637,200.057877,222.986424,224.246873,224.607153,224.618267,224.626421,224.637765,224.651535,224.781894,224.832463,224.845678,224.852011,224.886265,224.892167,224.927282,240.785584,240.796612,240.832148,240.839987,247.680041,247.688789,247.717548,247.738462,247.797343,247.871870,267.579929,267.741313,297.521902,318.722874,325.095492,332.658451,332.682930,340.947370,345.452385,354.102789,359.910274,360.171075,360.215377,360.274968,360.312502,375.618578,387.947028,388.003346,393.706086,398.765429","2,7,3,1,7,5,4,0,6,5,3,5,5,2,2,2,2,7,7,7,3,1,5,2,5,2,4,0,3,7,3,6,5,2,7,7,2,6,7,3,1,1,4,4,4,0,0,0,2,7,5,2,2,2,2,7,3,7,3,7,1,4,1,6,5,4,0,0,1,2,4,0,6,5,2,2,3,1,1,0",0
"3.607387,3.621350,3.631380,3.646563,3.670953,3.671691,3.708050,3.713781,3.783978,3.807906,3.828709,3.837260,25.986298,36.364920,36.395151,44.416149,44.456607,44.463955,44.482906,76.102881,76.110426,76.118718,76.309633,76.326154,76.392496,76.476978,76.481165,76.513147,127.569594,128.092399,128.182565,128.199665,136.101063,136.143868,139.930530,176.789740,182.155191,182.363765,182.399729,182.460392,182.474951,182.478628,182.617185,182.669362,182.694385,182.702428,182.721910,182.755729,182.771343,182.804725,182.959080,183.071216,183.125677,184.870294,187.049666,187.056849,187.210048,187.230747,187.366370,187.519260,187.521670,206.775852,206.862887,213.098723,213.112911,213.304181,215.727792,215.762130,215.820853,216.609224,216.639948,216.698198,216.737160,217.034121,217.090196,217.101044,217.151965,217.171794,238.374095,238.546469","4,0,6,0,6,5,5,2,5,5,5,4,3,6,5,7,3,3,1,0,6,6,5,2,2,7,3,3,0,6,5,2,3,1,4,5,2,7,3,1,1,4,0,3,1,4,0,1,6,5,2,7,3,4,7,3,3,1,1,4,4,0,6,7,3,3,0,6,6,3,1,4,0,6,5,2,5,2,4,0",0
"35.274668,40.290588,60.666472,60.727663,64.853134,76.720510,76.811500,76.812652,76.844611,76.854853,76.858385,76.878051,76.908006,76.947621,76.984332,77.028708,77.119425,77.211893,77.213828,77.409917,77.491201,84.633383,84.694078,84.740582,94.201998,94.244068,101.651318,111.165130,111.281340,111.354970,111.390687,113.373161,113.389267,118.261142,118.274601,118.517062,118.527323,118.552718,118.604802,118.610546,118.702940,118.778797,118.805656,118.846876,128.645616,128.869619,128.996709,129.006656,129.012045,129.056460,129.064164,129.247875,129.270530,132.819981,139.594319,151.447936,151.498407,151.572238,151.594430,151.605660,151.624769,151.754313,151.780549,165.242006,179.461417,179.731560,195.567581,205.385477,205.498788,210.843247,212.651968,212.666362,212.699385,223.479183,237.689405,240.331545,254.887886,254.914557,254.988701,256.209831","0,7,1,4,1,1,4,4,0,6,0,0,0,6,5,2,5,5,7,2,7,0,6,5,6,5,2,4,0,6,5,4,0,7,3,1,4,0,6,0,6,5,0,5,0,6,5,2,2,7,5,3,1,1,2,1,4,0,6,0,5,5,2,4,4,0,0,1,4,6,4,0,0,2,6,3,7,7,3,2",0
"20.434238,20.576818,22.930209,23.247570,23.316407,23.993092,27.147370,32.459820,34.064495,34.074858,39.438406,39.489409,39.526379,42.890420,60.842357,63.498358,74.820533,78.455810,78.585217,78.596778,106.613635,106.648922,106.656545,106.836597,111.870739,112.388771,112.525643,130.265834,141.148877,162.766906,163.084166,167.421568,167.491168,167.508313,167.553230,175.869208,197.391193,265.462787,265.469111,277.195865,277.228096,277.244985,277.260162,283.913763,312.533017,326.167417,347.129281,355.970054,359.161269,359.212580,359.353444,373.892781,382.753696,401.838388,468.493679,468.502263,468.508037,468.521338,468.538402,468.626384,468.646247,468.708716,468.728083,468.736773,468.749493,468.795513,468.808703,468.853435,468.869164,469.002424,470.202837,470.207635,470.222256,470.630539,476.824645,479.119946,480.537287,480.584229,512.869530,512.949354","4,0,7,3,1,7,4,2,5,2,3,1,1,6,4,4,6,6,5,2,3,1,1,4,3,7,7,5,2,0,4,0,6,5,5,4,3,4,0,1,4,0,0,2,6,1,6,0,5,2,7,4,6,2,3,1,4,4,4,4,0,0,6,6,5,0,0,5,5,2,1,4,4,0,0,3,7,3,1,4",0
"5.058871,5.166329,5.237847,30.188514,30.259417,35.713302,37.431306,55.702784,55.745053,55.750459,55.761269,55.928122,58.948080,58.977130,59.055516,76.450275,78.899990,83.484273,89.015273,93.543521,93.596460,97.824682,97.961079,97.967755,97.984027,98.049091,98.059310,98.061674,98.071165,98.087860,98.104634,98.119948,98.209741,98.240301,98.447987,98.534521,98.552847,98.610953,98.680805,166.558750,175.117881,198.152012,198.154563,198.163070,198.257891,198.274423,198.292409,244.976656,245.019777,247.207507,247.235328,247.366441,247.388908,247.397265,247.403832,247.404479,247.594242,247.599593,247.659342,247.690129,247.702206,247.706018,247.726206,247.754733,247.855641,247.870121,247.921702,248.023285,265.455594,265.566316,295.519081,296.219963,296.286290,300.007723,300.027823,315.994515,316.226446,319.358768,319.358971,319.367416","5,2,7,3,1,3,5,3,1,1,1,4,6,5,2,0,4,5,6,2,7,6,5,5,5,2,7,7,3,3,2,1,4,2,0,1,4,4,0,4,1,3,1,1,1,4,0,1,4,1,4,0,6,0,5,2,5,2,5,2,7,2,3,7,7,3,1,3,3,1,2,1,4,7,3,6,5,0,6,5",0
"11.576798,11.681108,11.705467,11.713537,11.736059,11.753266,11.913850,25.164470,28.104301,28.114582,59.969286,60.031005,60.063893,60.085523,60.150109,60.218118,66.090190,66.511820,66.701866,66.823520,66.830986,66.841690,66.922292,67.119011,67.202034,67.256038,67.262791,67.266934,67.312120,67.347539,67.630991,71.774596,75.680113,77.666691,79.113119,79.161461,80.872272,90.167874,90.242951,90.297069,90.331598,90.822838,125.550371,125.608303,125.719515,130.021353,140.041660,140.060260,140.187742,161.473064,165.925362,166.771778,178.949052,222.195262,222.273899,238.486658,244.313665,244.352567,244.366886,244.386845,244.433280,267.332448,267.379158,285.066589,285.083501,285.152900,285.297319,285.305425,285.386082,285.432041,286.936737,288.479826,314.375389,323.210898,323.244575,323.270374,323.415156,326.416655,328.131313,328.239268","1,4,4,0,0,6,0,3,3,1,3,1,4,1,0,6,4,0,6,5,2,7,3,4,0,6,5,5,0,6,6,0,5,7,7,3,0,2,7,7,3,1,6,5,5,2,0,6,6,5,3,7,3,7,3,4,4,0,0,6,5,0,6,5,2,2,7,3,1,3,6,4,1,4,5,2,2,7,6,5",0
"2.852552,11.547417,16.229484,18.042719,18.185337,18.231947,18.232176,18.236084,42.896609,46.921515,46.953240,46.995318,47.091628,63.611292,63.653153,63.759881,64.110477,64.117162,64.161997,64.226337,90.095156,90.109368,112.200475,113.557791,147.259956,147.296662,149.651933,149.738851,149.742215,149.748851,149.756618,149.757251,149.781053,149.784297,149.813824,149.976775,150.086616,159.613604,212.928373,214.048957,214.124440,217.475894,217.478836,222.975024,226.014628,226.017413,226.018122,226.063155,226.180713,237.041736,237.066900,237.164114,237.244495,237.275888,245.528452,245.771730,245.782461,245.824337,245.827066,245.828912,245.840767,245.841055,245.911693,245.925935,245.957541,246.026849,246.151205,246.273128,246.405783,246.412234,246.550652,246.853453,246.859712,246.881339,246.903686,246.996945,247.033697,247.113339,247.115971,247.138250","3,4,7,5,2,7,7,3,2,6,6,5,5,4,0,0,0,6,5,2,1,4,3,6,3,1,0,6,5,5,2,7,2,2,7,2,7,1,0,5,2,4,0,7,6,5,2,7,5,7,3,1,3,1,6,3,5,1,2,7,3,1,1,4,0,7,3,1,4,0,6,4,0,5,6,6,5,5,2,2",0
"14.409011,43.883565,43.958000,55.265455,61.582460,64.620279,64.959734,65.003090,76.387254,117.009488,130.825982,144.119994,149.197099,149.229814,149.329872,149.425988,149.446219,158.287262,158.400827,182.934815,184.618238,184.620113,187.891128,187.945240,187.974417,187.992900,188.012841,188.083062,188.094188,188.104404,188.140182,188.161659,188.164781,188.172312,188.187771,188.225344,188.280228,188.394118,188.896457,188.939932,189.068695,189.071516,189.080440,190.997372,191.040134,191.841828,196.044212,198.294407,199.422330,236.567944,236.606834,236.672246,236.684044,236.796618,236.816743,236.964728,246.898897,246.928088,246.938265,247.045707,247.116561,247.123810,247.181289,247.218961,247.308531,247.318866,247.332683,247.371536,247.456308,247.543768,247.574695,247.581233,247.612467,247.622380,247.649142,247.675258,247.708819,247.748096,247.839006,247.849679","7,6,5,5,4,4,0,6,2,6,2,3,0,6,5,5,2,6,5,2,6,5,7,3,3,1,4,0,0,4,1,6,5,1,5,6,2,7,2,7,3,1,1,4,0,4,2,6,5,1,4,0,6,6,5,0,6,5,5,2,7,3,3,3,1,4,1,7,1,4,0,4,6,5,4,4,0,6,6,5",0
"15.724997,27.683482,34.624307,34.643722,34.718014,34.975758,56.572054,64.766961,65.269229,65.485067,65.539496,75.329555,96.977089,97.000553,97.198129,107.478902,107.604517,107.754999,107.864501,138.247418,138.515602,138.563644,138.588165,138.656347,140.622173,158.047731,165.628381,173.382432,173.487459,180.476167,196.329390,197.337497,201.391369,215.366956,227.075405,227.103486,227.143167,227.160213,227.231163,227.240975,227.293950,227.380237,231.860560,231.913167,239.223874,249.826697,250.061745,254.068321,262.606971,262.647376,263.135947,263.192695,263.227615,263.322514,263.325041,263.381074,263.462178,263.539925,271.557644,271.582407,271.620222,271.623087,271.653444,283.676532,296.275649,296.322839,300.805450,321.422469,321.527899,321.547905,321.573954,321.615813,321.652347,321.670183,321.701403,328.712981,328.720895,372.093791,389.363742,411.796174","2,2,1,4,0,0,6,4,6,5,2,0,1,4,0,0,6,5,2,1,0,6,6,5,7,0,1,6,5,0,5,0,0,1,2,7,3,1,1,3,3,1,4,0,0,5,2,7,0,6,5,2,7,3,1,3,1,4,7,3,3,1,3,4,4,0,4,6,5,2,7,2,7,3,3,1,4,3,5,1",0
"12.870175,17.040192,20.875564,37.989756,37.995462,38.003377,38.190052,41.753915,41.793662,79.835469,86.852933,86.868901,104.100523,104.110135,111.619822,111.649657,111.652612,111.898703,122.342542,128.479138,131.425943,154.881704,155.039910,156.727871,156.782317,156.833844,156.888050,156.931594,156.948855,156.959390,156.966377,156.991093,157.071231,157.149608,157.178488,176.654432,185.491462,192.541373,197.939308,207.894938,207.924639,207.986876,208.038681,215.864720,215.931573,241.296510,257.357456,270.383230,276.809653,277.723359,301.183350,301.200430,301.254223,301.303590,301.349806,301.354253,301.364430,301.417823,301.418253,301.423568,301.563711,301.574630,301.654346,301.655344,301.713845,301.785371,301.795249,302.009079,302.120196,302.306501,334.142032,344.948379,348.107084,348.121160,363.360576,371.060507,371.112535,371.137034,371.169516,371.354287","6,0,4,0,6,5,6,5,2,5,1,4,6,5,6,5,5,5,6,3,1,2,7,6,5,5,2,2,5,2,7,5,3,1,7,5,4,4,6,1,4,0,6,6,5,7,5,2,2,6,4,0,6,5,6,5,2,7,5,7,2,2,7,7,3,3,5,2,7,3,7,0,7,3,4,6,5,2,7,5",0
"2.580106,5.150444,5.255864,5.274436,13.162798,13.190212,13.278300,16.637602,21.678256,35.316539,39.136445,51.749701,62.402886,63.496134,95.426425,95.841235,95.847537,95.848975,95.851796,95.853059,121.852363,133.360674,133.531809,160.697867,227.598041,231.014454,231.149014,231.226006,231.254022,231.305654,231.313812,232.581324,232.620107,257.658622,277.205780,279.605326,281.435237,289.246815,294.110820,294.130983,294.164648,294.165693,294.266199,294.315272,294.317703,294.328988,294.340728,294.372408,294.396103,294.471388,294.647786,294.690340,308.708526,308.754654,310.008535,310.090480,330.367620,330.499642,345.083875,345.192103,345.209189,345.271084,345.308691,345.511421,345.517459,345.545906,345.557953,345.631636,345.728727,345.840447,352.225817,364.758105,365.431473,365.473679,365.514482,365.548420,365.580000,365.585304,365.758538,366.878424","6,5,2,0,1,4,4,0,4,6,6,5,0,3,2,6,5,2,7,2,0,1,4,6,1,1,4,4,0,0,0,7,3,4,4,3,2,4,1,4,4,0,4,0,2,7,6,5,7,3,1,5,6,5,4,0,6,5,1,4,4,4,0,6,5,2,2,2,7,7,3,3,6,5,5,5,2,2,2,3",0
"0.632349,0.667810,0.850839,0.925722,0.939042,0.942323,1.022116,1.059521,1.069363,1.070659,1.097498,1.150059,1.213484,1.222522,1.680076,44.058429,47.038484,47.127854,50.818632,56.834213,100.815358,110.048513,111.393860,111.469448,111.477437,126.899446,126.905313,127.050552,127.066069,127.163082,127.228296,129.557910,142.621162,142.704759,142.714598,142.816285,144.093386,156.720167,156.844912,156.856618,157.003648,157.004341,157.444582,181.922876,207.056159,208.718229,208.781081,208.782341,208.813741,208.900164,208.949458,208.963074,209.034895,209.057945,209.740486,209.758787,209.764443,209.985007,210.157711,210.171197,210.181357,210.280712,210.281253,210.357784,211.959833,232.342106,232.357110,235.029056,236.361920,236.365047,246.601381,246.647070,246.732573,246.734341,246.748530,246.762268,246.944883,246.971408,246.988894,247.100992","5,2,7,3,7,3,1,4,0,4,6,4,0,3,7,7,3,1,5,0,4,0,7,3,1,6,5,5,2,7,7,1,0,6,6,5,7,3,1,4,4,0,0,0,0,1,4,4,0,0,6,5,6,5,7,3,1,1,4,0,4,6,6,5,3,4,0,4,0,6,7,3,1,4,4,0,0,6,5,6",0
"4.869256,5.088354,24.049966,24.211034,24.252762,30.818330,30.848921,31.121746,55.560315,55.596281,55.610330,55.626891,55.724972,55.775311,55.819824,55.858665,55.917709,55.947260,56.016261,56.019122,56.075400,56.079706,56.095738,56.107881,56.113778,56.123251,56.133775,56.165444,56.166725,56.241584,56.286795,56.324582,56.331856,56.351413,56.420838,56.428277,56.441006,56.533694,56.544589,56.574398,56.576059,56.580382,56.581730,56.611010,56.625428,56.626785,56.630367,56.634176,56.638455,56.666939,56.679015,56.683015,56.693342,56.696813,56.708803,56.734334,56.747934,56.748242,56.762457,56.777587,56.803938,56.825036,56.839592,56.949088,56.987486,56.993665,57.008792,57.013020,57.047167,57.249047,57.284017,57.300541,57.480119,66.918522,66.934716,66.957492,67.119707,111.995372,112.063728,112.102497","7,3,1,4,0,6,5,5,4,0,6,5,5,6,5,2,7,3,1,1,4,4,0,6,5,0,5,2,5,7,7,3,3,3,1,4,0,1,4,0,4,1,0,0,4,0,4,4,4,4,0,6,6,0,5,6,0,6,6,0,2,0,5,5,6,5,2,7,5,7,3,1,4,2,7,3,7,4,0,0",0
"4.144121,4.453987,4.608812,4.665878,4.669553,4.781846,4.838985,4.963441,9.121899,9.161252,9.180294,9.192943,9.280560,9.320484,9.548186,9.578566,9.607669,9.637629,9.652984,9.656361,9.701293,9.753886,9.788245,9.814258,9.825818,9.848831,9.865425,9.871549,9.874036,9.893083,9.905754,9.914837,9.920902,9.946608,9.956715,9.984386,9.991295,9.997335,10.005568,10.023234,10.036188,10.085880,10.113400,10.167176,10.183869,10.265972,10.286410,10.289425,10.353413,10.464301,10.606787,10.627533,10.689871,10.991283,18.870692,18.878055,18.912650,24.085105,32.831232,34.902788,44.935556,66.032430,84.844848,95.002128,95.055322,95.057191,95.092434,102.465033,105.274788,105.312847,105.362314,105.447527,105.485944,105.493657,105.506634,105.513618,105.553227,105.871572,105.954849,113.645927","1,4,0,6,5,2,7,7,1,4,0,4,0,4,6,5,2,7,7,3,1,2,7,3,7,3,4,7,1,4,0,0,1,2,4,3,7,6,7,3,7,0,7,3,1,1,4,0,4,3,1,4,4,0,5,2,7,4,7,6,1,7,3,0,6,5,5,6,0,6,5,5,2,7,5,6,2,5,2,5",0
