event_times,event_types,cluster
"2.182908,54.389354,84.539402,84.540740,84.571382,84.596512,84.598758,84.887195,84.980110,121.477769,121.483479,121.698907,134.857454,178.472587,196.071317,211.203500,214.926599,214.939588,214.948642,215.063647,215.108102,215.146102,215.163585,215.172042,215.202955,215.204234,215.250357,215.300964,215.301790,215.509362,215.834553,215.950647,226.066136,242.848594,246.645775,246.743151,246.857403,246.888727,247.063803,247.135315,281.471481,281.633649,282.021860,282.104285,284.915793,286.184959,286.209380,286.256119,286.295433,286.360246,286.365009,296.194969,321.079681,321.092049,328.606760,343.854234,343.865120,346.426755,346.498620,353.238325,362.318620,386.794784,386.818180,386.901872,387.003544,416.465418,460.703573,460.732348,461.013555,461.067348,461.139959,504.996279,505.097721,505.175134,505.289613,505.338000,509.523827,509.674678,509.772812,523.981577","3,2,0,6,6,6,5,5,2,5,2,7,0,7,0,7,6,5,2,7,3,3,4,1,4,1,0,0,4,6,5,2,6,4,6,5,2,7,7,3,2,7,6,5,5,5,2,7,3,3,3,2,6,5,7,2,7,0,6,3,3,0,6,5,5,5,4,1,1,0,6,4,1,0,6,5,4,1,0,1",0
"9.929706,9.977576,27.070686,27.136986,47.025087,47.074378,47.101354,47.150907,59.141215,83.869997,84.153834,93.968432,122.358716,155.347931,163.258414,165.059454,175.965518,175.985940,175.995437,176.001613,176.023654,176.027693,176.096947,176.102285,176.139630,176.165214,176.214142,176.236928,176.253013,176.257385,176.401530,176.439764,176.495497,176.567481,197.103080,211.741508,211.788190,212.294002,212.399950,224.597083,224.690448,224.715242,229.394324,229.426460,229.467307,235.847586,249.262347,249.317552,249.337909,253.745911,266.724277,266.735879,266.945382,267.023063,267.023205,267.041460,275.844018,275.860746,275.928371,275.942534,276.040470,293.630319,294.665376,294.696702,318.557858,318.693627,328.070970,379.592165,380.766151,380.892436,381.022997,391.847374,422.010047,431.084129,438.436763,438.488141,454.481827,454.589280,454.593670,454.621950","7,3,7,3,7,3,4,1,5,7,3,6,6,0,3,7,7,3,3,4,1,0,1,0,3,1,0,4,1,4,0,6,6,6,2,3,4,5,2,0,6,5,1,0,0,2,2,7,7,1,1,0,0,6,5,2,7,3,3,4,3,7,4,1,6,5,2,0,6,5,2,6,7,0,5,2,2,7,3,3",0
"7.446335,37.864919,37.891773,37.927510,52.384869,68.808312,72.813941,73.334456,73.354696,73.554158,73.597519,73.600403,84.012752,117.391749,117.483366,180.744776,201.727313,215.574797,215.710491,215.745175,215.758188,262.681400,262.685131,262.861613,276.596865,276.723276,276.731942,276.805712,276.879701,276.911599,276.925507,276.928843,276.932005,276.944601,276.986090,277.015713,277.022862,277.047778,284.371160,284.386549,284.420683,284.638721,284.663113,284.774668,294.024885,294.131585,294.168286,294.182497,294.248770,294.259982,302.546599,302.671534,347.922191,347.930066,351.249750,351.301023,351.444088,361.959682,365.422588,365.438171,365.496294,365.531459,365.538224,365.665056,365.734538,365.735301,365.802796,365.809599,365.819755,365.870041,377.468161,377.474669,377.484168,377.715484,398.961116,419.857795,477.577447,480.664442,500.142174,504.240482","7,4,1,0,4,3,0,6,5,2,7,3,5,0,6,4,3,1,0,6,5,5,2,7,6,5,5,2,2,2,2,7,3,3,7,7,3,3,0,6,6,6,5,2,4,1,0,6,5,6,1,0,5,2,0,6,6,4,2,7,3,4,1,1,3,4,0,0,6,6,5,2,7,7,2,5,5,2,4,0",0
"2.272612,8.629585,77.518441,77.711814,77.939218,77.942932,77.990822,78.049539,78.110077,78.142930,78.158338,78.162980,78.195645,78.257062,78.388853,78.413192,78.524427,81.993965,88.400592,88.480836,88.582254,119.105301,119.231048,128.710819,129.036179,129.204452,139.722976,148.363623,148.371728,148.456593,148.566475,160.617151,160.656884,160.670013,160.721371,160.751763,188.315815,191.645053,192.963558,192.968105,192.987858,192.992684,193.056333,193.061583,193.072768,193.195152,193.255237,193.307391,196.033722,208.667654,208.672267,208.696656,208.742460,208.798136,208.827800,208.830017,208.935415,209.113007,222.036025,232.460753,234.658920,234.714602,235.255558,261.464215,274.150895,274.175213,284.314412,284.358573,284.507202,284.554688,305.405806,306.067937,309.422587,309.493399,309.511049,316.302587,351.003351,351.036143,351.039385,351.263428","6,7,3,4,4,1,1,0,6,5,5,2,7,2,7,3,3,5,6,5,5,0,6,6,5,2,0,0,6,5,2,3,4,4,1,0,7,3,5,2,2,2,7,3,4,4,1,1,3,0,6,6,5,5,2,2,7,3,5,4,7,3,7,7,0,6,1,0,6,6,4,0,2,7,3,4,3,4,4,1",0
"7.173055,7.184831,7.192476,7.220089,7.225578,7.249477,7.330963,7.363792,7.376100,7.408730,7.457007,7.464894,7.572787,15.004788,38.091191,38.226563,38.394674,38.704408,38.749342,38.842970,38.881612,38.923826,38.966191,39.043493,39.059630,49.684983,49.746576,49.851554,50.697666,53.602839,54.583847,69.767511,69.801312,69.892400,69.898447,69.942877,93.268942,132.112907,143.633295,171.881278,172.061910,172.082336,172.143150,172.209375,172.391557,195.895166,195.896409,195.952797,197.844654,197.870669,197.950922,197.965947,198.266553,198.280245,198.291994,198.343572,198.416469,198.431065,198.450095,211.428274,211.455639,211.458800,211.473157,211.623076,211.683474,211.688730,211.720457,211.798229,211.893834,211.989772,212.068093,212.077440,212.176661,212.259811,221.249220,221.253386,221.338110,221.622704,221.678672,221.756163","5,2,7,3,2,3,4,1,1,3,4,1,1,1,6,5,2,4,1,0,6,5,1,0,5,2,7,3,4,5,6,4,1,0,6,6,6,0,3,4,1,1,0,6,5,6,5,2,6,5,5,5,2,7,3,4,7,3,3,7,3,3,4,4,1,1,4,1,1,0,6,0,0,5,4,1,1,5,2,2",0
"2.503936,21.530691,21.664499,39.682130,45.298327,45.980770,46.629627,50.032753,50.373629,50.407041,50.464245,50.567774,50.640478,50.689327,50.739349,50.801427,50.855106,50.939329,78.892455,81.148544,81.162872,88.628921,119.641132,119.659038,119.673650,119.854227,119.938584,129.515410,179.249807,179.305451,179.391687,179.459003,179.697244,179.770682,183.097543,185.836444,185.927976,185.952828,186.062125,255.001280,255.154730,294.135961,302.491588,327.584553,327.634649,327.695336,327.717880,327.721701,327.772586,327.791029,327.842886,327.858455,327.911367,327.995685,328.017581,328.085711,328.091772,328.146755,328.221894,328.229281,328.324204,328.350033,328.423540,328.431018,328.471908,328.477402,328.620485,328.625508,328.634293,328.656676,328.666146,328.678681,328.697494,328.709960,328.746308,328.751254,328.764141,328.837206,328.884255,328.890340","6,4,1,1,5,1,4,2,7,3,4,4,1,0,6,6,6,5,3,3,4,2,4,1,1,0,6,4,7,3,4,1,0,6,7,0,6,5,2,7,3,6,2,2,2,7,7,3,7,3,7,3,4,1,3,0,4,1,0,6,6,5,2,2,7,3,5,7,2,2,3,7,7,7,3,3,2,7,3,3",0
"6.940541,6.960055,7.175772,7.185075,7.215117,7.236528,7.259353,7.279852,7.313317,7.350716,7.395025,7.432458,7.492628,7.621216,7.635225,7.753709,10.284848,10.578791,10.598631,10.622381,10.712169,10.818090,10.924272,27.645844,28.944760,67.160246,69.527358,69.538930,81.652883,87.232146,87.236442,87.303931,87.316570,87.390111,87.396470,87.448943,87.463824,87.615945,87.636387,87.672430,87.723412,87.924247,87.982228,87.996250,88.023426,88.060614,88.160653,103.334348,105.445886,105.550209,105.622894,105.760121,114.199755,114.409208,115.442663,139.116943,141.617521,149.919696,186.783781,202.627487,202.705977,274.019063,284.706306,288.636087,288.734398,302.599097,302.655349,302.664536,313.673529,331.765803,331.956944,332.477074,346.301297,401.713166,401.724357,402.093321,422.650566,433.092169,435.830635,435.873609","0,6,5,2,2,7,7,7,3,7,4,0,7,1,0,0,3,3,4,1,0,1,0,7,3,0,3,6,3,4,1,0,1,0,6,0,0,5,2,7,3,2,7,7,3,3,3,6,7,3,3,4,7,3,6,1,4,4,7,5,2,3,5,7,3,7,4,1,5,0,6,5,1,3,4,1,6,4,4,1",0
"2.333729,2.368010,3.140667,10.300626,11.379956,18.341521,18.345245,18.355817,27.946403,29.731224,29.740237,54.601388,54.606349,54.653686,69.593322,69.644289,69.653652,69.959986,99.270291,108.041522,120.314469,120.746419,125.788275,137.874030,137.929406,192.026767,193.903596,193.938839,193.968274,197.153536,233.308228,234.580388,268.706486,273.104040,275.445803,275.448356,275.450767,362.970523,392.760631,392.785609,410.336489,410.413046,413.611200,419.116313,419.122067,419.275866,429.888133,468.160397,468.276528,468.529240,468.802100,470.071743,488.643167,492.905895,493.028516,497.336562,505.130526,524.573795,551.415798,565.322361,565.471304,565.512138,577.232626,582.613972,587.330125,596.033967,605.623641,611.932043,620.610410,620.671951,620.691716,620.701855,620.750732,620.768490,620.806255,620.809350,620.970753,620.996312,621.010320,621.081985","0,6,4,1,0,7,3,3,5,6,5,6,5,5,2,7,3,3,5,3,4,1,2,1,0,2,5,2,7,4,2,2,6,6,6,5,5,1,3,4,3,4,7,2,7,7,7,7,3,4,1,7,7,4,1,7,0,1,4,0,6,5,3,0,4,3,4,6,0,6,5,2,2,6,5,7,7,2,2,3",0
"5.290691,5.382038,5.451600,5.465064,5.503585,5.755863,21.382047,24.286189,43.881728,43.893546,43.917847,55.196942,55.204058,55.225905,55.355700,55.377496,55.455065,55.518584,55.575528,55.634636,55.669503,55.688293,58.769673,58.857874,74.650052,84.228175,84.289750,84.294749,84.302783,84.522627,84.552994,84.621378,84.953052,97.814036,128.734587,143.948946,144.098285,215.172843,233.990699,233.999031,234.120890,234.124109,234.134767,234.135555,234.162494,234.315049,262.761040,262.853890,262.866381,273.038180,273.079120,273.407909,273.430433,273.481916,273.506067,273.507799,273.598040,273.667202,273.715790,273.793664,273.962518,274.042608,274.075791,290.941673,290.951530,290.981164,296.384950,311.881504,312.805071,367.699053,390.057924,390.120188,390.264393,394.662642,394.664909,395.109257,404.363530,404.414541,404.490091,404.582964","2,7,3,4,4,1,5,2,1,0,6,7,3,3,4,4,1,0,6,5,5,2,6,5,4,5,2,2,7,3,7,3,4,0,6,7,3,0,6,5,2,2,7,2,5,7,7,3,1,3,4,0,6,5,2,7,3,7,4,1,4,1,0,7,3,4,1,1,6,1,1,0,6,1,0,0,6,5,2,7",0
"7.925414,7.979003,8.122199,8.234178,8.242444,8.257492,8.328802,8.380768,8.544645,8.894131,16.519324,16.631046,16.668973,25.713448,53.523272,63.443354,85.702702,85.733796,85.793836,85.794914,85.853302,86.140203,86.148726,86.201904,113.004198,114.422741,114.627903,114.642902,117.800997,130.323937,140.987070,146.247260,146.313817,146.350978,146.514751,146.559868,146.585303,146.705607,146.859042,146.914966,174.994032,175.221745,177.281520,177.571081,195.476032,195.505868,195.647539,195.670969,196.210167,196.365768,196.472177,196.946880,197.031657,204.079982,239.556214,302.077597,302.099533,302.123800,302.147359,302.165159,302.223382,302.283063,302.563582,305.503123,328.880499,337.146072,337.172486,378.746342,378.855136,378.880098,378.909963,378.931306,379.001167,379.056948,379.157984,379.211017,379.298332,380.759610,380.794324,380.914123","0,6,5,2,7,3,7,4,1,3,6,5,2,2,5,4,2,7,7,3,7,7,4,3,7,4,1,0,4,7,0,0,6,5,2,7,1,0,6,5,1,0,4,1,4,1,0,6,0,6,5,5,2,1,7,4,1,1,0,0,6,6,5,0,3,5,2,0,6,5,2,2,2,7,2,5,7,0,6,5",0
"2.633963,2.735273,18.679088,31.139453,31.157034,31.213599,31.248623,34.849405,42.543224,42.549294,42.573120,42.600289,42.628155,42.699900,42.750929,42.777222,42.916612,76.063650,87.200198,108.847467,108.909742,109.003895,122.619753,131.719913,134.921367,144.087931,146.625181,146.656778,146.973010,147.048703,154.272039,166.652729,201.987554,202.012181,202.041216,202.060040,202.076825,202.084993,202.104923,202.175673,202.228373,202.246640,202.288325,202.351777,202.371970,202.398989,202.474070,202.564649,203.841852,231.019006,234.384062,234.812823,237.455685,237.493972,237.630500,237.640649,237.642648,237.646298,237.668073,237.691054,237.734514,237.824978,237.834997,237.933904,238.069089,238.114493,238.169451,238.253904,255.883925,272.220157,272.816955,272.826493,272.857266,272.975686,273.021265,273.130767,273.140692,273.145210,273.258904,273.272486","6,5,0,3,4,4,1,2,6,5,2,7,3,2,7,3,4,4,2,2,7,3,4,6,7,7,7,3,3,4,4,0,7,3,3,4,4,1,0,1,6,0,0,6,6,6,1,5,1,6,1,4,6,5,2,7,7,7,3,7,5,3,3,4,4,1,3,4,0,0,4,1,0,0,6,5,2,7,7,3",0
"1.689050,1.779304,59.418160,73.886658,73.902148,73.954649,73.958631,74.002854,74.012497,74.014808,74.047232,74.058178,74.142945,74.304679,74.442462,74.446627,74.502604,74.654078,87.277519,87.343831,105.175719,110.991881,115.285217,115.495088,115.587894,115.616301,115.630059,115.827988,115.893637,135.290697,139.935254,140.008509,140.118617,174.991826,201.766590,213.005627,251.905653,254.206234,254.272292,254.331005,254.420923,263.415917,263.488827,272.782116,273.439922,273.451133,273.569199,273.607637,273.639011,273.678521,280.937513,281.486176,324.080638,332.909392,358.078985,382.999394,383.035431,383.052707,383.102976,383.116766,383.124384,383.124987,383.145212,383.167182,383.192738,383.235043,383.315593,412.212838,412.274557,445.781881,445.793256,450.219216,450.432656,450.441433,450.447198,450.454669,459.954099,460.073424,460.081573,460.093145","3,4,4,4,1,1,0,6,5,0,2,5,6,5,2,2,7,3,6,5,2,7,5,2,7,3,3,7,4,5,6,7,3,7,2,0,2,3,4,1,0,1,0,4,6,5,2,7,3,7,2,7,1,5,6,3,4,4,1,4,1,1,4,1,0,0,0,6,5,6,5,6,5,5,2,7,6,5,2,2",0
"3.573943,3.731546,3.732275,3.796253,3.846227,4.112479,9.322525,9.388960,9.423871,9.486206,9.581750,9.591148,9.632242,36.738701,42.861167,42.865476,43.183759,58.628736,58.657928,77.273073,77.338731,77.364252,77.582097,77.592033,77.637463,77.764330,81.195717,88.107474,115.317731,142.897995,157.719565,157.820217,157.870829,157.931680,158.139052,158.258917,158.367579,158.408825,158.421728,158.463531,189.662085,189.689173,189.852155,189.879666,189.879821,190.151550,190.159515,190.806203,196.759093,230.261809,230.275435,230.287231,230.301261,230.343820,230.463378,238.481464,238.604838,256.676847,256.790171,256.829215,256.920243,270.311067,270.584547,270.600236,291.475292,291.554504,291.628887,291.854932,291.997879,317.275413,368.552914,369.544282,369.598150,371.281828,371.423449,371.493289,371.555349,390.410967,390.814467,399.859881","5,2,7,3,4,1,3,4,1,1,0,0,0,4,3,4,1,7,3,3,4,4,1,1,0,0,4,7,1,5,4,1,0,6,5,2,7,3,7,4,4,1,0,6,5,3,4,7,4,0,6,5,5,2,7,4,1,2,7,3,7,4,1,0,7,3,3,4,4,7,0,5,2,0,6,5,2,0,6,0",0
"2.187716,2.402044,46.703774,46.789004,46.910888,46.982664,47.165953,47.176675,47.518971,47.574292,47.613621,47.792681,47.898349,49.259394,52.480088,52.546029,78.596617,78.633278,78.667144,78.680358,78.744361,97.348071,97.428239,113.590340,113.799314,113.843958,116.976092,117.109065,117.113538,160.280813,160.372622,160.377015,160.420763,160.432008,160.484135,170.536069,170.579684,170.584754,170.593266,170.624791,170.710016,170.767155,171.072108,172.616000,172.645876,172.722923,196.138630,196.186736,196.245892,196.330235,196.361806,222.600882,222.631058,222.677498,224.532189,224.652380,224.661142,224.671320,224.751849,224.816721,226.401669,226.495388,226.588641,226.601055,226.677466,226.836821,226.860490,226.905313,226.976562,227.046055,227.076635,227.091365,227.209383,227.221211,227.230053,227.245057,227.251457,227.263826,227.410098,231.954723","2,7,5,7,2,2,7,3,3,4,4,1,1,3,2,7,5,2,7,3,7,4,1,1,0,6,5,2,7,0,6,5,6,5,5,3,4,4,1,4,4,1,0,5,2,7,0,6,6,5,2,0,6,5,1,0,6,6,6,5,6,5,2,5,2,2,7,7,7,7,5,2,7,7,3,3,4,4,3,2",0
